,glottolog_index,glottocode,language_name,iso_code,language_or_dialect,macroarea,latitude,longitude,dictionary_exists,language_family,bible_exists,cc_gb,archival_gb,datasets_n,wiki_articles_n,opus_gb,lowercase_name,xeus_gb,wikitongues_gb,models_n,models_mean_downloads,models_earliest_date,wiki_active_users,institutional_status,endangerment_status,primary_country,admin_1_code,country_iso_code,other_country_iso_codes,contested_area,n_speakers,geometry,closest_university,second_closest_university,distance_to_closest_university_km,distance_to_second_closest_university_km,admin_1_hdi,admin_1_gdp,cybersecurity_law_exists,households_with_phones_pct,households_with_home_internet_pct,individuals_using_internet_pct,avg_download_speed_kbps,avg_upload_speed_kbps,avg_latency_ms,pct_stem_grads,literacy_rate,admin_1_education_level,rnd_gdp_pct,AI_resource_readiness,infrastructural_readiness,socioeconomic_readiness,Overall_Readiness_Score,grouped_full_index,grouped_AI_resource_index,grouped_socioeconomic_index,grouped_infrastructural_index
0,1705,stan1293,English,eng,language,Eurasia,53.0,-1.0,1,Indo-European [indo1319],1,2600000000000.0,145.0604782,17723,6909045,848201331,english,173750.0,98.78214167,105792,2908.509676,0,121697,1,Safe,United Kingdom,GBRr104,GBR,BHS-BRB-BLZ-BWA-BDI-CMR-CAN-DMA-SWZ-FJI-GMB-GHA-GRD-GUY-IND-IRL-JAM-KEN-KIR-LSO-LBR-MWI-MLT-MHL-FSM-NAM-NRU-NGA-PAK-PLW-PNG-PHL-RWA-KNA-LCA-VCT-WSM-SYC-SLE-SGP-SLB-ZAF-SSD-SDN-TZA-TON-TTO-TUV-USA-UGA-VUT-ZMB-ZWE-ATG-AUS-NZL-GBR,0,1350000000,POINT (-1 53),Nottingham Trent University,University of Nottingham,0.000160515661,0.0001986666346,0.914,32896.25781,1,94.8222,95.8703,95.34121088,102414.0,28026.0,25.0,26.31962,100.0,0.93,2.914760113,0.9492212222803992,0.619485053560771,0.8238910627542658,0.785397210757836,0,0,0,3
1,1611,stan1290,French,fra,language,Eurasia,48.0,2.0,1,Indo-European [indo1319],1,370400000000.0,17.67065428,1886,2646615,1718893331,french,23906.0,7.656975,6863,1274.779822,0,17576,1,Safe,France,FRAr105,FRA,BEN-COD-COG-FRA-GAB-CIV-TGO-GIN-MCO-SEN-BEL-BDI-CMR-CAN-TCD-CAF-COM-DJI-GNQ-HTI-LUX-MDG-RWA-SYC-CHE-VUT,0,153299770,POINT (2 48),Université d'Orléans,Université Paris-Saclay,0.0001638954633,0.0007206943342,0.878,30695.77344,1,95.6676,88.136,85.33331549,346015.0,339928.0,9.0,25.39433,100.0,0.798,2.219180107,0.2029049082903438,0.7530610524963512,0.3693504814784176,0.3835780995305494,1,1,1,1
2,2755,nucl1643,Japanese,jpn,language,Eurasia,35.0,135.0,1,Japonic [japo1237],1,98700000000.0,11.99966267,1084,1436735,223229900,japanese,15002.61835,0.8510114583,4899,2045.431818,0,12427,1,Safe,Japan,JPNr107,JPN,JPN,0,128000000,POINT (135 35),Hyogo University of Teacher Education,Kansai University of International Studies,8.91e-05,0.0002326393367,0.928,38197.64453,1,93.8086,89.5488,84.92343147,266240.0,172172.0,17.0,3.11344,100.0,0.868,3.295809984,0.114272966280229,0.7092426934999139,0.3435636581315969,0.3030971573015087,2,2,1,2
3,937,mand1415,Mandarin Chinese,cmn,language,Eurasia,50.6319,126.866803,1,Sino-Tibetan [sino1245],1,109900000000.0,52.59233108721673,104,1450312,292663027,mandarin chinese,9.751256234,6.358397916666666,11443,7778.708333333333,2021-10-04 14:07:25,34,1,Safe,China,CHNr101,CHN,CHN-TWN-SGP,0,1000000000,POINT (116.228 40.0209),University of International Relations,Peking University,6.057660144024891e-05,8.496740828229238e-05,0.907,29956.509765625,1,81.4894,80.9409,75.61131603,720494.0,298999.0,25.0,33.6678,100.0,0.846,2.4326000213623,0.1155168190227411,0.7656450827827431,0.3050253176966571,0.2999182332053023,2,2,2,1
4,2728,ital1282,Italian,ita,language,Eurasia,43.0464,12.6489,1,Indo-European [indo1319],1,198400000000.0,0.1849363782,785,1890624,807475500,italian,22148.78477,1.839601042,4597,2819.965854,0,7382,1,Safe,Italy,ITAr119,ITA,ITA-CHE-HRV-SVN-SMR-VAT,0,3026000,POINT (12.6489 43.0464),Università per Stranieri di Perugia,Università degli Studi di Perugia,0.0002681856709,0.0002710830345,0.9,31553.77734,0,95.4067,83.6821,85.06074504,218260.0,134525.0,15.0,24.19916,99.0,0.839,1.453920007,0.0879174939415179,0.6839160443731682,0.2790309417000792,0.2534420544071739,2,3,2,2
5,4913,russ1263,Russian,rus,language,Eurasia,59.0,50.0,1,Indo-European [indo1319],1,832900000000.0,0.0003141779453,1184,2009136,402572100,russian,20002.92751,2.920296875,3775,2119.528027,0,9274,1,Safe,Russia,RUSr105,RUS,RUS-BLR-KAZ-KGZ-TJK,0,153919510,POINT (50 59),Vyatka State University,Vyatka State Humanities University,0.0005198172379,0.0005212274575,0.804,22446.21289,1,98.5695,87.9216,90.41799131,157439.0,163468.0,4.0,31.05893,100.0,0.856,0.9358400106,0.0605860784739348,0.6682803180459286,0.2851311610147906,0.2260088256614265,3,4,2,2
6,4849,roma1327,Romanian,ron,language,Eurasia,46.3913,24.2256,1,Indo-European [indo1319],1,55500000000.0,7.99061949,388,500426,394241000,romanian,17900.0,1.5557375,1488,4214.508824,0,3323,1,Safe,Romania,ROUr107,ROU,MDA-ROU,0,24300000,POINT (24.2256 46.3913),Universitatea de Arte din Târgu Mures,Universitatea Dimitrie Cantemir,0.0003633499703,0.000384975336,0.818,15170.19336,1,98.5524,91.9561,85.50309124,392983.0,361140.0,4.0,28.77131,99.0,0.769,0.4730199873,0.0577658719188661,0.7864242929831169,0.1868397680484792,0.2039854500459568,3,4,3,1
7,5302,thai1261,Thai,tha,language,Eurasia,14.192,100.671,1,Tai-Kadai [taik1256],1,57600000000.0,7.482096845,467,168378,32167900,thai,10.29322449,4.396311458,2398,3618.530414,0,1248,1,Potentially vulnerable,Thailand,THAr102,THA,THA,0,40000000,POINT (100.671 14.192),Mahachulalongkornrajavidyalaya University,Valaya Alongkorn Rajabhat University,3.67e-05,7.98e-05,0.805,12460.01953,1,88.4032,91.6405,87.97724503,195567.0,153067.0,9.0,27.85502,94.0,0.752,1.209720016,0.0531084957117298,0.6583484088503642,0.1835264081249056,0.1858258459231002,3,4,3,2
8,5812,viet1252,Vietnamese,vie,language,Eurasia,20.681188,105.774071,1,Austroasiatic [aust1305],1,88800000000.0,3.762407106,685,1294446,167082802,vietnamese,1.383873017,0.997296875,1900,2634.987085,0,1450,1,Safe,Vietnam,VNMr101,VNM,VNM,0,68058620,POINT (105.774071 20.681188),Hanoi University,University of Technology & Management,0.0003087499608,0.0003155424495,0.744,3582.039063,1,83.82,87.7,78.58999918,129659.0,103314.0,6.0,22.67548,96.0,0.719,0.425330013,0.0567031199028116,0.5688448943176071,0.1467482596473784,0.1679027952529944,3,4,3,4
9,3740,norw1258,Norwegian,nor,language,Eurasia,59.92,10.71,1,Indo-European [indo1319],1,27300000000.0,0.7288028337,215,638180,130150207,norwegian,141.8564717,3.466739583,981,4439.94958,0,3059,1,Safe,Norway,NORr101,NOR,NOR,0,5200000,POINT (10.71 59.92),Norges musikkhøgskole,MF vitenskapelig høyskole,1.26e-05,1.32e-05,0.98,60987.5625,1,96.0,99.0,98.99997764,213490.0,113725.0,3.0,22.10417,100.0,0.955,1.937980056,0.0355088577340028,0.7291834904531903,0.2185732094505869,0.1782064776230959,3,5,3,1
10,1501,stan1288,Spanish,spa,language,Eurasia,40.4414,-1.11788,1,Indo-European [indo1319],1,380900000000.0,0.0,1382,1988966,1985506228,spanish,22348.27258,33.85430938,6064,1901.146056,0,14037,1,Potentially vulnerable,Spain,ESPr107,ESP,MEX-COL-ESP-ARG-PER-VEN-CHL-GTM-ECU-BOL-CUB-DOM-HND-PRY-SLV-NIC-CRI-PAN-URY-GNQ-PRI,0,485000000,POINT (-1.11788 40.4414),Universidad Jaime I,Universidad CEU Cardenal Herrera,0.001139518196,0.001154758215,0.912,36316.89844,1,99.1746,96.4472,94.4855432,294804.0,246592.0,16.0,22.26665,99.0,0.85,1.429290056,0.034575881861668,0.7742966349948366,0.3563739565576383,0.2120942357012242,3,5,1,1
11,1433,stan1295,German,deu,language,Eurasia,48.649,12.4676,1,Indo-European [indo1319],1,370600000000.0,0.0,1135,2958168,1398292858,german,25166.0,6.929415625,6275,1731.247241,0,17377,1,Safe,Germany,DEUr102,DEU,DEU-BEL-AUT-CHE-LUX-LIE,0,80000000,POINT (12.4676 48.649),Hochschule Landshut,Universität Regensburg,0.0002854626058,0.0005104544942,0.95,50097.98047,1,77.308,91.6618,92.4763763,241787.0,70877.0,10.0,35.30881,100.0,0.95,3.142460108,0.03623864770786,0.6525352880009692,0.3938753189211517,0.2103996038679471,3,5,1,2
12,1453,dani1285,Danish,dan,language,Eurasia,54.8655,9.36284,1,Indo-European [indo1319],1,29400000000.0,0.2486825865,354,303134,234373629,danish,13600.0,6.7483,1131,4302.248485,0,1966,1,Safe,Denmark,DNKr103,DNK,DNK,0,5621380,POINT (9.36284 54.8655),Hochschule Flensburg,Europa-Universität Flensburg,0.0001240191083,0.0001302570033,0.937,60314.78516,1,96.3234,96.0907,98.77559197,166754.0,170484.0,10.0,22.20288,100.0,0.916,2.812619925,0.0296980368758908,0.6937963854429806,0.2070939676019441,0.1621968471264743,3,5,3,2
13,437,bulg1262,Bulgarian,bul,language,Eurasia,43.3646,25.047,1,Indo-European [indo1319],1,26000000000.0,0.310857933,285,301176,245421315,bulgarian,17600.0,1.583407292,1038,5087.09589,0,669,1,Safe,Bulgaria,BGRr101,BGR,BGR,0,9000000,POINT (25.047 43.3646),D.A. Tsenov Academy of Economics,Medical University - Pleven,0.0003926789027,0.0004226944898,0.739,9561.34668,1,90.713,88.4966,79.12686326,140967.0,94856.0,8.0,19.2768,98.41999817,0.7,0.7725999951,0.0239859582452492,0.6025741673574213,0.1318207878986617,0.1239701600571404,4,6,4,3
14,3729,dutc1256,Dutch,nld,language,Eurasia,52.0,5.0,1,Indo-European [indo1319],1,118200000000.0,0.0,526,2171475,656511810,dutch,20554.0,6.289705208,1912,3367.470226,0,3582,1,Safe,Netherlands,NLDr107,NLD,BEL-NLD-SUR,0,23100000,POINT (5 52),Hogeschool Utrecht,Hogeschool voor de Kunsten Utrecht,0.0001481445994,0.0001488545827,0.964,55477.91797,1,87.4172,96.8965,92.51968504,289352.0,247454.0,7.0,17.45106,100.0,0.938,2.308860064,0.0145886879926807,0.7217686101639541,0.2435616260425719,0.1368803258882607,4,7,2,2
15,4824,poli1260,Polish,pol,language,Eurasia,51.8439,18.6255,1,Indo-European [indo1319],1,140700000000.0,0.0,544,1634014,646364082,polish,21303.0,12.65874688,2107,3663.668213,0,4505,1,Safe,Poland,POLr109,POL,POL,0,40200000,POINT (18.6255 51.8439),Uniwersytet Medyczny w Lodzi,Akademia Muzyczna im. Grazyny i Kiejstuta Bacewiczów w Lodzi,0.0008141044496,0.0008261383218,0.884,26166.00195,1,95.5195,93.3038,86.94113481,253271.0,22771.0,44.0,21.65399,99.80000305,0.871,1.435850024,0.0164706940401796,0.7167364203271138,0.2331146961559718,0.1401351261634522,4,6,2,2
16,4827,port1283,Portuguese,por,language,Eurasia,39.91,-8.1,1,Indo-European [indo1319],1,183100000000.0,0.0,906,1137467,778984796,portuguese,17660.0,20.18588229,4325,2282.310192,0,8351,1,Safe,Portugal,PRTr103,PRT,BRA-MOZ-AGO-PRT-GNQ-TLS-GNB-MAC-CPV-STP,0,6300000,POINT (-8.1 39.91),Instituto Politécnico de Tomar,Instituto Politécnico de Coimbra,0.0004082282893,0.0004318756726,0.857,23191.96289,1,97.3777,89.0062,84.49690644,6631.0,2840.0,32.0,29.09365,96.77999878,0.779,1.727830052,0.0230383297346242,0.3530531669281943,0.2790215932070151,0.1314144046316878,4,6,2,6
17,5367,nucl1301,Turkish,tur,language,Eurasia,39.8667,32.8667,1,Turkic [turk1311],1,73700000000.0,0.0,622,624045,462029072,turkish,0.0,2.8067125,2028,2837.080392,0,2521,1,Safe,Turkey,TURr105,TUR,TUR,0,380300,POINT (32.8667 39.8667),Ted Üniversitesi,Yüksek Ihtisas Üniversitesi,5.66e-05,6.15e-05,0.854,14197.41797,1,96.1233,95.5385,85.96074154,250471.0,168546.0,6.0,19.44189,97.0,0.81,1.403519988,0.0118261005390117,0.7163370016008814,0.1871461488590036,0.1166039552284929,4,7,3,2
18,1429,czec1258,Czech,ces,language,Eurasia,49.873398,15.10437,1,Indo-European [indo1319],1,62100000000.0,0.0,438,556246,452714800,czech,18700.0,0.0,1270,4343.802198,0,2325,1,Safe,Czechia,CZEr102,CZE,CZE,0,10700000,POINT (15.10437 49.873398),Škoda Auto Vysoká škola,Pražská vysoká škola psychosociálních studií,0.0005771808119,0.0006097991261,0.847,26972.58984,1,98.7712,87.4918,84.54009378,112926.0,35268.0,11.0,26.11807,100.0,0.777,1.996009946,0.010139511513866,0.6135580650977349,0.1923151851113052,0.1061602892254853,4,7,3,3
19,5182,swed1254,Swedish,swe,language,Eurasia,59.800634,17.389526,1,Indo-European [indo1319],1,57000000000.0,0.0,388,2597472,403300800,swedish,16300.0,5.87890625,1492,4031.612994,0,2057,1,Safe,Sweden,SWEr102,SWE,SWE,0,3118000,POINT (17.389526 59.800634),Uppsala Universitet,Newmaninstitutet,0.0002462600417,0.0002543942928,0.936,39828.98438,1,87.6411,92.2335,95.70327461,89240.0,47883.0,22.0,26.6392,100.0,0.918,3.417429924,0.0098919407856591,0.5793919313780374,0.2093044648342258,0.1062537209757896,4,7,3,3
20,1593,finn1318,Finnish,fin,language,Eurasia,64.7628,25.5577,1,Uralic [ural1272],1,37600000000.0,0.0,361,583266,255706200,finnish,14200.0,13.01613854,1546,3994.701705,0,1531,1,Safe,Finland,FINr104,FIN,FIN,0,272000,POINT (25.5577 64.7628),Oulun Seudun ammattikorkeakoulu,Oulun yliopisto,0.000241311184,0.0003102869336,0.925,29036.96484,1,98.1649,96.7849,92.98879471,305338.0,177126.0,12.0,28.12024,100.0,0.924,2.989340067,0.0082799983010939,0.7720741898782726,0.1877405149817285,0.1062712434835478,4,7,3,1
21,2811,kore1280,Korean,kor,language,Eurasia,37.54,126.98,1,Koreanic [kore1284],1,34200000000.000004,0.0,858,689785,111388500,korean,980.0,5.431535417,4685,2561.779762,0,1881,1,Safe,South Korea,KORr101,KOR,PRK-KOR,0,73233270,POINT (126.98 37.54),Sookmyung Women's University,Dongguk University,1.62e-05,2.72e-05,0.952,29429.70703,1,97.4089,99.9659,97.16855335,172592.0,133463.0,17.0,29.3442,98.80000305,0.946,4.930119991,0.0109243454954654,0.701091957492355,0.2694876226451074,0.1273218904668813,4,7,2,2
22,2710,icel1247,Icelandic,isl,language,Eurasia,63.4837,-19.0212,1,Indo-European [indo1319],1,2500000000.0,2.07242826,179,59311,17656700,icelandic,542.0,3.578194792,845,7490.376344,0,136,1,Safe,Iceland,ISLt,ISL,ISL,0,358000,POINT (-19.0212 63.4837),Háskólinn á Hólum,Háskólinn á Akureyri,0.002251748942,0.002377641684,0.959,42449.1875,1,98.3657,98.3637,99.85645353,145858.0,179932.0,16.0,18.59193,100.0,0.959,2.805419922,0.0113790246497231,0.6867963652452873,0.1411660962868633,0.103328742433002,4,7,4,2
23,1857,hung1274,Hungarian,hun,language,Eurasia,46.90685857,19.65552714,1,Uralic [ural1272],1,53500000000.0,0.0,335,549787,312794500,hungarian,17700.0,2.044516667,991,4909.483553,0,1406,1,Safe,Hungary,HUNr107,HUN,HUN,0,12600000,POINT (19.6555271429 46.9068585714),Neumann János Egyetem,Adventista Teológiai Fõiskola,0.0005915631197,0.000659878171,0.841,13591.35254,1,94.8957,92.7347,89.14282688,65370.0,16421.0,44.0,22.51725,99.09999847,0.823,1.64230001,0.0083163773643345,0.5542113904497744,0.1608872138371994,0.0905128810109638,4,7,3,4
24,5521,ukra1253,Ukrainian,ukr,language,Eurasia,49.796,29.945,1,Indo-European [indo1319],1,45100000000.0,0.0,338,1352646,124466000,ukrainian,0.0,7.722377083,1254,4803.789809,0,3237,1,Safe,Ukraine,UKRr101,UKR,UKR,1,26900000,POINT (29.945 49.796),Bila Tserkva National Agrarian University,State Tax University,0.0001668004705,0.0007788373698,0.775,19992.80469,1,90.7287,82.6755,79.21829353,153584.0,139812.0,3.0,25.28449,100.0,0.754,0.3269599974,0.0098084545641451,0.6089092872308178,0.1796135409844887,0.102367968754396,4,7,3,3
25,2871,lith1251,Lithuanian,lit,language,Eurasia,55.1429,23.9601,1,Indo-European [indo1319],1,15700000000.0,0.0,234,219968,105278600,lithuanian,14400.0,2.723507292,803,5770.984064,0,325,1,Safe,Lithuania,LTUr102,LTU,LTU,0,4000000,POINT (23.9601 55.1429),Kauno Kolegija,Kauno technikos kolegija,0.0002240840646,0.0002313866386,0.882,25590.9043,1,95.6986,88.5903,87.72420914,239061.0,199010.0,8.0,26.82268,99.83000183,0.917,1.11074996,0.0043633704304006,0.7079304808254152,0.1320625004125098,0.074164727254771,5,8,4,2
26,1505,stan1289,Catalan,cat,language,Eurasia,41.453,1.569,1,Indo-European [indo1319],1,12600000000.0,0.0,343,762877,120840554,catalan,1184.0,9.178655208,1148,4500.713376,0,1410,1,Potentially vulnerable,Spain,ESPr112,ESP,ESP,0,4873396,POINT (1.569 41.453),Universidad Rovira i Virgili,Universidad Autónoma de Barcelona,0.0004543606712,0.0005353149625,0.916,38060.31641,1,99.1746,96.4472,94.4855432,131036.0,111000.0,8.0,22.26665,99.0,0.849,1.429290056,0.0054385416194433,0.6620763924145008,0.179289971690489,0.0864268834294943,4,8,3,2
27,5180,slov1269,Slovak,slk,language,Eurasia,48.545705,18.78479,1,Indo-European [indo1319],1,18800000000.0,0.0,252,250974,199033400,slovak,0.0,5.022863542,828,5787.094488,0,545,1,Potentially vulnerable,Slovakia,SVKr103,SVK,SVK,0,6000000,POINT (18.78479 48.545705),Hudobná a umelecká akadémia Jána Albrechta,Univerzita sv. Cyrila a Metoda v Trnave,0.0001431420343,0.0001553654321,0.827,20508.50781,1,97.6569,90.6001,91.40487311,74195.0,12572.0,19.0,22.07255,100.0,0.813,0.9153900146,0.0049471026243059,0.5790915850419609,0.1372587380404017,0.0732621048209569,5,8,4,3
28,4019,taga1270,Tagalog,tgl,language,Papunesia,14.06,121.747,1,Austronesian [aust1307],1,2600000000.0,0.03141901549,118,47759,20124200,tagalog,10.49872834,0.0,466,2077.822222,2021-08-04 08:32:11,143,1,Potentially vulnerable,Philippines,PHLr106,PHL,PHL,0,45000000,POINT (121.747 14.06),Manuel S. Enverga University Foundation,Sacred Heart College,0.0001680668692,0.0001779925372,0.724,6762.247559,1,79.4508,76.9715,72.25721885,190296.0,186753.0,5.0,28.73975,96.0,0.672,0.3222199976,0.0059212988501793,0.5733000402378896,0.0877395385696441,0.0667828219244922,5,8,4,3
29,1711,nucl1302,Georgian,kat,language,Eurasia,41.850397,43.78613,1,Kartvelian [kart1248],1,1900000000.0,0.2257358162,113,176291,3863100,georgian,0.0,1.646682292,510,4463.811111,2021-03-08 20:57:23,260,1,Safe,Georgia,GEOr110,GEO,GEO,0,3700000,POINT (43.78613 41.850397),Gori State Teaching University,Samtskhe-Javakheti State University,0.0003531168935,0.000803337637,0.779,9109.256836,1,93.9015,88.9879,78.71125959,53385.0,58361.0,3.0,21.23758,99.0,0.832,0.238319993,0.0073293467069304,0.5072971000575678,0.0949418414076169,0.0706743406480009,5,8,4,4
30,1812,mode1248,Modern Greek,ell,language,Eurasia,38.36,23.13,1,Indo-European [indo1319],0,37900000000.0,0.0,352,242289,322875641,modern greek,0.0,0.0,1156,4590.617834,0,901,0,Safe,Greece,GRCr112,GRC,GRC,0,15000000,POINT (23.13 38.36),University of West Attica,University of Piraeus,0.0006520432868,0.0006697603926,0.864,31048.24414,1,91.124,86.9014,83.17066333,64064.0,7848.0,17.0,28.26687,94.0,0.826,1.456419945,0.0071706084141829,0.526126240249169,0.161407179110165,0.0575155364827686,5,8,3,4
31,2711,hebr1245,Modern Hebrew,heb,language,Eurasia,31.1056,35.0179,1,Afro-Asiatic [afro1255],1,14800000000.0,0.0,258,365137,162878800,modern hebrew,0.0,0.0,1105,5482.049808,0,3209,0,Safe,Israel,ISRt,ISR,ISR,0,9999999,POINT (35.0179 31.1056),Ben-Gurion University of the Negev,Shamoon College of Engineering,0.0002665074177,0.000269814299,0.919,3748.763916,0,98.4344,86.2446,92.08902648,277583.0,99977.0,5.0,27.45647048950195,92.0,0.866,5.556749821,0.0068533246279935,0.7482126210668472,0.1819108423769859,0.0725478863861981,5,8,3,1
32,1954,indo1316,Standard Indonesian,ind,language,Papunesia,-7.33458,109.716,1,Austronesian [aust1307],0,48500000000.0,0.0,560,709757,225671300,standard indonesian,0.0,0.0,2139,3332.14094,0,2950,0,Safe,Indonesia,IDNr112,IDN,IDN,0,252400000,POINT (109.716 -7.33458),Universitas Sains Al-Qur'an,Universitas Ma'arif Nahdlatul Ulama,0.0001857140898,0.0003603941512,0.704,6416.458008,1,67.2861,87.0883,66.48461277,71155.0,68162.0,16.0,19.4187,96.0,0.65,0.2806800008,0.0107554784126906,0.4289891010446831,0.1650793154291403,0.0619705170733426,5,7,3,5
33,2455,mara1378,Marathi,mar,language,Eurasia,17.9344,76.6665,1,Indo-European [indo1319],1,2800000000.0,0.008720702492,246,98424,7134800,marathi,0.0,0.0,958,4515.752941,0,165,1,Safe,India,INDr112,IND,IND,0,77000000,POINT (76.6665 17.9344),Central University of Karnataka,Sharnbasva University,0.0005023070342,0.0006253350806,0.688,9176.585938,1,56.2472,29.1836,48.07524574,36759.0,42664.0,3.0,32.64561,74.0,0.619,0.6463599801,0.0064679512993659,0.277473406148595,0.0994366740808149,0.0563004110257018,5,8,4,7
34,1604,basq1248,Basque,eus,language,Eurasia,43.2787,-1.31622,1,Isolate,1,1500000000.0,0.0,225,447144,25350300,basque,0.804767347,19.75282917,803,6646.317536,0,694,1,Potentially vulnerable,France,FRAr115,FRA,FRA,0,750000,POINT (-1.31622 43.2787),École Supérieure des Technologies Industrielles Avancées,Universidad Pública de Navarra,0.0002934464919,0.0005766049841,0.9,32737.56836,1,95.6676,88.136,85.33331549,641244.0,481669.0,11.0,25.39433,100.0,0.841,2.219180107,0.0022860983323295,0.8483447954921486,0.1470030989712448,0.0658159668609797,5,8,3,1
35,1507,gali1258,Galician,glg,language,Eurasia,42.2446,-7.5343,1,Indo-European [indo1319],1,1700000000.0,0.0,125,216198,26308900,galician,0.0,8.199160417,535,3706.542553,2021-03-08 20:57:23,246,1,Potentially vulnerable,Spain,ESPr101,ESP,ESP,0,2500000,POINT (-7.5343 42.2446),Escola Superior de Saúde Cruz Vermelha Portuguesa - Alto Tâmega,Instituto Politécnico de Bragança,0.0005157533392,0.0008906671752,0.9,26685.41797,1,99.1746,96.4472,94.4855432,443641.0,303537.0,18.0,22.26665,99.0,0.855,1.429290056,0.0018801017344871,0.8378779848235445,0.1206059476055819,0.0574879671412328,5,9,4,1
36,2757,kaza1248,Kazakh,kaz,language,Eurasia,51.17,71.454,1,Turkic [turk1311],1,3800000000.0,0.0,124,238173,3134200,kazakh,0.784609524,3.051489583,469,5322.95288,2021-03-08 20:57:23,341,1,Potentially vulnerable,Kazakhstan,KAZr105,KAZ,KAZ,0,13161980,POINT (71.454 51.17),L.N. Gumilyov Eurasian National University,Turan-Astana University,1.79e-05,2.58e-05,0.826,16152.56055,0,92.7798,96.809,92.29685266,196872.0,189359.0,5.0,24.84142,99.80000305,0.837,0.1197400019,0.002359003238986,0.6888989212872725,0.1023928319796564,0.0544527386219478,5,8,4,2
37,2546,hind1269,Hindi,hin,language,Eurasia,25.0,77.0,1,Indo-European [indo1319],1,9900000000.0,0.0,602,163518,53032000,hindi,3.285093878,3.929977083,3158,3153.553719,0,882,1,Safe,India,INDr111,IND,IND-FJI-ZAF,0,274266900,POINT (77 25),University of Kota,ITM University Gwalior,0.001183765179,0.001659608702,0.596,3889.343018,1,56.2472,29.1836,48.07524574,36689.0,17709.0,26.0,32.64561,74.0,0.509,0.6463599801,0.0061877169799409,0.2773508275042845,0.1395228196953198,0.0620966803875528,5,8,4,7
38,5181,slov1268,Slovenian,slv,language,Eurasia,46.2543,14.7766,1,Indo-European [indo1319],0,11500000000.0,0.0,266,187328,162868900,slovenian,11300.0,0.0,877,5045.042254,0,351,0,Definitely endangered,Slovenia,SVNr104,SVN,SVN,0,9999999,POINT (14.7766 46.2543),Inštitut in akademija za multimedije,GEA College,0.0002897922382,0.0003142264504,0.904,12718.40137,1,97.7578,93.7179,88.91248552,109062.0,46184.0,10.0,27.23022,99.59999847,0.896,2.130880117,0.004114295313867,0.6205961893709908,0.1343210877035,0.0474983465144779,5,8,4,3
39,2422,tami1289,Tamil,tam,language,Eurasia,10.520219,78.825989,1,Dravidian [drav1251],1,4900000000.0,0.0,346,169276,30851600,tamil,0.0,4.816980208,1022,4537.240385,0,241,1,Safe,India,INDr121,IND,SGP-LKA-IND,0,8000000,POINT (78.825989 10.520219),Bharathidasan University,Tamil University,0.0001774781242,0.0002260252861,0.686,6940.27002,1,56.2472,29.1836,48.07524574,187329.0,166673.0,5.0,32.64561,74.0,0.608,0.6463599801,0.0031781575494397,0.3800068346793517,0.0982214930777972,0.0491350181289436,5,8,4,6
40,443,bela1254,Belarusian,bel,language,Eurasia,53.2307,25.6038,1,Indo-European [indo1319],1,2200000000.0,0.0,104,247679,8340813,belarusian,0.0,1.021484375,472,4334.019481,2021-03-08 20:57:23,247,1,Potentially vulnerable,Belarus,BLRr101,BLR,BLR,0,5094928,POINT (25.6038 53.2307),Baranovichi State University,Polessky State University,0.0003437346325,0.001225604593,0.8,16621.0332,1,97.6062,92.5273,89.50733148,64109.0,42443.0,47.0,33.23204,100.0,0.791,0.4806399941,0.001941800194292,0.5601618009180387,0.1054680774061703,0.0485899389105275,5,9,4,4
41,2653,iris1253,Irish,gle,language,Eurasia,53.2186,-7.61509,1,Indo-European [indo1319],1,500700000.0,0.03100563306,121,61042,7277213,irish,0.0,10.13106042,383,3503.486631,2021-03-08 20:57:23,103,0,Definitely endangered,Ireland,IRLr102,IRL,IRL,0,141000,POINT (-7.61509 53.2186),Technological University of the Shannon,South East Technological University,0.0003516594986,0.0007840388277,0.905,29575.81055,1,96.4629,93.1946,95.59054799,211873.0,84309.0,7.0,25.23179,100.0,0.878,1.130929947,0.0032367638658756,0.7173202938361882,0.1008596259263464,0.0462283535477454,5,8,4,2
42,3172,nucl1310,Burmese,mya,language,Eurasia,20.7926,93.9665,1,Sino-Tibetan [sino1245],1,648800000.0,3.93378371,108,108503,1101000,burmese,1.606987754,4.211907292,517,6276.511364,2021-03-08 20:57:23,118,1,Safe,Myanmar,MMRr104,MMR,MMR,0,10000000,POINT (93.9665 20.7926),"University of Community Health, Magway",Magway University,0.001144124765,0.001171529608,0.591,4861.064941,1,64.66126666666666,46.43603333333333,57.25393583666666,6199.0,34546.0,39.0,33.6678,89.0,0.626,0.03993999958,0.0064182547212512,0.2350717160837713,0.0708496330682015,0.0474589702397415,5,8,5,8
43,3109,mace1250,Macedonian,mkd,language,Eurasia,41.5957,21.7932,1,Indo-European [indo1319],1,2000000000.0,0.0,113,147440,26921300,macedonian,0.0,1.377330208,484,5620.587302,2021-03-08 20:57:23,241,1,Safe,North Macedonia,MKDr103,MKD,MKD,0,2000000,POINT (21.7932 41.5957),Goce Delcev University of Štip,American University of Europe,0.0004139089467,0.000509772871,0.766,13358.6748,1,89.0783,81.7902,84.23041083,65784.0,32133.0,10.0,23.57012,97.59999847,0.689,0.3837299943,0.0019177023520762,0.5221346063477891,0.0995210719162803,0.0463617237492955,5,9,4,4
