Glottocode,Name,Top-level family,ISO-639-3,Macro-area,Child dialects,Latitude,Longitude
arao1248,Araona,Pano-Tacanan,aro,South America,0,-12.42,-67.73
arap1274,Arapaho,Algic,arp,North America,0,43.39,-108.81
arap1275,Arapaso,Tucanoan,arj,South America,0,0.14,-67.73
araw1272,Arawum,Nuclear Trans New Guinea,awm,Papunesia,0,-5.53,145.90
araw1273,Araweté,Tupian,awt,South America,0,-4.90,-52.50
araw1276,Lokono,Arawakan,arw,South America,3,5.64,-56.92
araz1236,Arazaire,Pano-Tacanan,,South America,0,-13.25,-70.80
arbe1236,Arbëreshë Albanian,Indo-European,aae,Eurasia,4,38.91,16.72
arbo1245,Arbore,Afro-Asiatic,arv,Africa,0,4.92,36.80
arch1244,Archi,Nakh-Daghestanian,aqc,Eurasia,0,42.32,46.83
arch1246,Archaic Norrlandic,Indo-European,,Eurasia,6,66.32,22.84
area1240,'Are'are,Austronesian,alu,Papunesia,2,-9.21,161.16
areb1238,Areba,Pama-Nyungan,aea,Australia,0,-16.64,142.63
aree1239,Are,Austronesian,mwc,Papunesia,0,-9.67,150.00
arem1240,Arem,Austroasiatic,aem,Eurasia,0,17.77,105.93
areq1237,Arequipa-La Unión Quechua,Quechuan,qxu,South America,4,-15.18,-72.63
arge1236,Argentine Sign Language,Sign Language,aed,South America,0,-34.80,-59.18
argo1244,Argobba,Afro-Asiatic,agj,Africa,0,10.66,39.76
argu1237,Arguni,Austronesian,agf,Papunesia,0,-2.65,132.56
arha1237,Arhâ,Austronesian,aqr,Papunesia,0,-21.29,165.27
arho1237,Arhö,Austronesian,aok,Papunesia,0,-21.32,165.16
arhu1242,Arhuaco,Chibchan,arh,South America,0,10.70,-73.64
arib1240,Aribwaung,Austronesian,ylu,Papunesia,0,-6.65,146.92
arib1241,Aribwatsa,Austronesian,laz,Papunesia,0,-6.72,146.99
arif1239,Arifama-Miniafia,Austronesian,aai,Papunesia,2,-9.16,149.25
arig1246,Arigidi,Atlantic-Congo,aqg,Africa,11,7.56,5.90
arii1243,Ari,Suki-Gogodala,aac,Papunesia,0,-7.96,142.40
arik1262,Arikara,Caddoan,ari,North America,0,45.00,-100.00
arik1264,Arikem,Tupian,ait,South America,0,-8.92,-63.74
arik1265,Arikapú,Nuclear-Macro-Je,ark,South America,0,-12.49,-62.73
arin1243,Arin,Yeniseian,xrn,Eurasia,0,57.00,93.00
arin1244,Aringa,Central Sudanic,luc,Africa,0,3.56,31.31
arit1239,Arritinngithigh,Pama-Nyungan,rrt,Australia,0,-12.96,141.95
ariz1237,Arizona Tewa,Kiowa-Tanoan,,North America,1,35.84,-110.38
arma1243,Arman,Tungusic,,Eurasia,0,59.67,150.13
arma1244,Arma,Unattested,aoh,South America,0,2.03,-76.00
arme1259,Baraninsky Armenian Sign Language,Sign Language,aen,Eurasia,0,40.10,44.48
aroa1234,Aroaqui,Arawakan,,South America,0,-2.10,-60.40
arom1237,Aromanian,Indo-European,rup,Eurasia,2,40.62,21.20
arop1242,Arop-Sissano,Austronesian,aps,Papunesia,0,-3.07,142.12
arop1243,Arop-Lokep,Austronesian,apr,Papunesia,2,-5.32,147.10
aros1241,Arosi,Austronesian,aia,Papunesia,2,-10.24,161.43
arta1239,Arta,Austronesian,atz,Papunesia,0,16.42,121.66
arua1260,Aruamu,Ramu,msy,Papunesia,0,-4.29,144.84
arua1261,Aruá (Rondonia State),Tupian,arx,South America,1,-12.12,-62.44
arua1263,Arawá (Amazonas State),Arawan,aru,South America,0,-5.50,-67.98
arua1264,Aruan,Arawakan,,South America,0,-0.61,-50.12
arub1238,Caquetio,Arawakan,,South America,0,11.29,-69.65
arue1240,Aruek,Nuclear Torricelli,aur,Papunesia,0,-3.38,142.72
aruo1240,Srenge,Nuclear Torricelli,lsr,Papunesia,0,-3.46,142.48
arus1242,Arusha,Unattested,,Africa,0,,
arut1244,Arutani,,atx,South America,2,4.07,-62.87
arva1236,Arvanitika Albanian,Indo-European,aat,Eurasia,3,38.28,23.37
asar1240,Asaro'o,Nuclear Trans New Guinea,mtv,Papunesia,0,-5.68,146.51
asha1243,Asháninka,Arawakan,cni,South America,0,-11.93,-73.91
ashe1269,Ashe,Atlantic-Congo,ahs,Africa,0,9.37,7.39
ashe1272,Ashéninka Perené,Arawakan,prq,South America,0,-10.98,-74.92
ashe1273,Ashéninka Pajonal,Arawakan,cjo,South America,0,-10.76,-74.20
ashk1246,Ashkun,Indo-European,ask,Eurasia,2,35.11,70.54
asho1236,Asho Chin,Sino-Tibetan,csh,Eurasia,7,21.39,93.51
asht1244,Ashtiani,Indo-European,atn,Eurasia,4,37.75,48.68
asil1242,Asilulu,Austronesian,asl,Papunesia,3,-3.67,127.95
asko1238,Askopan,North Bougainville,eiv,Papunesia,0,-6.23,155.31
asoa1238,Asoa,Central Sudanic,asv,Africa,0,2.27,26.72
assa1263,Assamese,Indo-European,asm,Eurasia,4,26.09,91.29
assa1266,Assan,Bookkeeping,xss,Eurasia,0,56.00,94.00
assa1269,Assangori,Tamaic,sjg,Africa,6,13.96,22.64
assi1247,Assiniboine,Siouan,asb,North America,0,49.29,-106.07
asss1237,As,Austronesian,asz,Papunesia,0,-0.75,131.73
assy1241,Assyrian Neo-Aramaic,Afro-Asiatic,aii,Eurasia,31,36.75,43.00
astu1245,Asturian-Leonese-Cantabrian,Indo-European,ast,Eurasia,8,42.42,-6.02
asue1235,Asue Awyu,Nuclear Trans New Guinea,psa,Papunesia,0,-5.98,139.12
asum1237,Asumboa,Austronesian,aua,Papunesia,0,-11.30,166.50
asun1235,Asu (Nigeria),Atlantic-Congo,aum,Africa,0,10.08,5.42
asun1236,Asunción Mixtepec Zapotec,Otomanguean,zoo,North America,0,16.88,-96.87
asur1254,Asuri,Austroasiatic,asr,Eurasia,2,21.57,83.46
asut1235,Asu (Tanzania),Atlantic-Congo,asa,Africa,0,-4.18,37.83
ataa1240,Ata,Austronesian,atm,Papunesia,0,9.71,122.90
atac1235,Atacame,,,South America,0,0.83,-79.78
atak1252,Atakapa,,aqp,North America,2,30.91,-93.08
atam1239,Atampaya,Pama-Nyungan,amz,Australia,0,-11.00,142.27
atam1240,Ata Manobo,Austronesian,atd,Papunesia,0,7.78,125.50
atat1238,Atatláhuca Mixtec,Otomanguean,mib,North America,0,17.07,-97.68
atay1247,Atayal,Austronesian,tay,Papunesia,11,24.52,121.39
atem1241,Mand,Nuclear Trans New Guinea,ate,Papunesia,0,-5.08,144.81
athi1234,Athima,Pama-Nyungan,,Australia,0,-17.20,142.40
athp1241,Athpariya,Sino-Tibetan,aph,Eurasia,0,26.88,87.33
atii1237,Ati,Austronesian,atk,Papunesia,2,11.15,122.51
atik1240,Atikamekw,Algic,atj,North America,0,47.96,-73.80
atoh1238,Atohwaim,Kayagaric,aqm,Papunesia,0,-6.27,138.67
aton1241,Atong (India),Sino-Tibetan,aot,Eurasia,0,25.35,90.66
aton1242,Atong,Atlantic-Congo,ato,Africa,0,6.04,9.72
ator1244,Atorada,Arawakan,aox,South America,0,2.48,-60.29
atsa1241,Atsam,Atlantic-Congo,cch,Africa,0,9.96,8.48
atsa1242,Atsahuaca,Pano-Tacanan,atc,South America,0,-14.17,-69.50
atsu1245,Atsugewi,Palaihnihan,atw,North America,0,40.43,-120.66
atta1243,Attapady Kurumba,Dravidian,pkr,Eurasia,0,11.16,76.54
atti1239,Attié,Atlantic-Congo,ati,Africa,3,6.00,-3.82
atue1238,Atuence,Bookkeeping,atf,,0,,
atzi1235,Atzingo Matlatzinca,Otomanguean,ocu,North America,0,19.39,-99.92
auhe1237,'Auhelawa,Austronesian,kud,Papunesia,0,-10.10,151.00
aulu1238,Aulua,Austronesian,aul,Papunesia,2,-16.36,167.70
aura1243,Aurê y Aurá,Tupian,aux,South America,0,-4.14,-46.79
aush1241,Aushi,Atlantic-Congo,auh,Africa,0,-11.63,29.02
aush1242,Aushiri,Zaparoan,avs,South America,0,-3.32,-74.54
aust1252,Austrian Sign Language,Sign Language,asq,Eurasia,0,48.12,16.23
aust1253,Australian Aborigines Sign Language,Sign Language,asw,Australia,21,-25.00,135.00
aust1271,Auslan,Sign Language,asf,Australia,0,-30.00,145.00
aust1304,Austral,Austronesian,aut,Papunesia,4,-23.38,-149.46
auuu1241,Au,Nuclear Torricelli,avt,Papunesia,0,-3.53,142.10
auve1240,Auvergnat,Bookkeeping,auv,,0,,
auwe1239,Auwe,Border,smf,Papunesia,0,-3.34,141.25
auye1238,Auye,Nuclear Trans New Guinea,auu,Papunesia,0,-3.44,136.10
auyo1240,Auyokawa,Afro-Asiatic,auo,Africa,0,9.86,11.32
avac1239,Avá-Canoeiro,Tupian,avv,South America,0,-13.61,-48.13
avai1234,Avaipa,South Bougainville,,Papunesia,0,-6.21,155.39
avar1256,Avar,Nakh-Daghestanian,ava,Eurasia,14,41.70,46.56
avat1244,Avatime,Atlantic-Congo,avn,Africa,0,6.87,0.41
avau1237,Avau,Austronesian,avb,Papunesia,1,-6.24,150.43
aves1237,Avestan,Indo-European,ave,Eurasia,0,34.22,62.11
avik1243,Avikam,Atlantic-Congo,avi,Africa,0,5.16,-5.25
avok1242,Avokaya,Central Sudanic,avu,Africa,4,4.39,29.94
avok1244,Avok,Austronesian,,Papunesia,0,-16.54,167.77
awab1243,Awabakal,Pama-Nyungan,awk,Australia,3,-33.13,151.44
awac1238,Lavia-Awalai-Damangnuo Awa,Austroasiatic,vwa,Eurasia,3,22.75,99.48
awac1239,Awa-Cuaiquer,Barbacoan,kwi,South America,0,1.22,-78.34
awad1243,Awadhi,Indo-European,awa,Eurasia,15,27.59,82.47
awad1244,Awad Bing,Austronesian,bcu,Papunesia,5,-5.60,146.35
awak1250,Awak,Atlantic-Congo,awo,Africa,0,9.86,11.33
awap1236,Awa (Papua New Guinea),Nuclear Trans New Guinea,awb,Papunesia,4,-6.66,145.71
awar1248,Awara,Nuclear Trans New Guinea,awx,Papunesia,0,-6.17,146.37
awar1249,Awar,Ramu,aya,Papunesia,2,-4.14,144.84
awbo1238,Awbono,Bayono-Awbono,awh,Papunesia,0,-5.06,139.72
awee1242,Aweer,Afro-Asiatic,bob,Africa,9,-1.40,41.23
awer1241,Awera,Lakes Plain,awr,Papunesia,0,-2.72,136.06
awet1244,Awetí,Tupian,awe,South America,0,-12.38,-53.39
awia1234,Awiakay-Karimba,Arafundi,,Papunesia,2,-4.67,143.71
awin1248,Awing,Atlantic-Congo,azo,Africa,0,5.88,10.26
awiy1238,Awiyaana,Nuclear Trans New Guinea,auy,Papunesia,0,-6.54,145.76
awji1241,Awjilah,Afro-Asiatic,auj,Africa,0,29.23,21.18
awng1244,Awngi,Afro-Asiatic,awn,Africa,3,10.98,36.69
awtu1239,Awtuw,Sepik,kmn,Papunesia,0,-3.53,141.93
awun1245,Auwon,Sepik,aww,Papunesia,0,-3.80,142.00
awut1241,Awutu,Atlantic-Congo,afu,Africa,3,5.42,-0.60
awuu1235,Southern Awu (Lope),Sino-Tibetan,yiu,Eurasia,0,25.39,103.31
awyi1241,Awyi,Border,auw,Papunesia,0,-3.01,140.60
axam1237,Axamb,Austronesian,ahb,Papunesia,0,-16.48,167.71
axiy1235,Axi Yi,Sino-Tibetan,yix,Eurasia,0,24.60,103.71
ayab1239,Yintyinka-Ayabadhu,Pama-Nyungan,ayd,Australia,0,-14.67,142.89
ayac1239,Ayacucho Quechua,Quechuan,quy,South America,2,-13.85,-74.32
ayau1235,Ayautla Mazatec,Otomanguean,vmy,North America,0,18.10,-96.60
ayer1245,Ayere,Atlantic-Congo,aye,Africa,0,7.52,6.02
ayic1234,Ayi (China),Bookkeeping,ayx,Eurasia,0,27.12,98.87
ayip1235,Ayi (Papua New Guinea),Sepik,ayq,Papunesia,0,-3.96,142.41
ayiw1239,Äiwoo,Austronesian,nfl,Papunesia,0,-10.30,166.32
ayiz1244,Ayizi,Sino-Tibetan,yyz,Eurasia,0,25.00,103.70
ayiz1245,Ayizo Gbe,Atlantic-Congo,ayb,Africa,4,6.63,2.21
ayoq1235,Ayoquesco Zapotec,Otomanguean,zaf,North America,0,16.66,-96.86
ayor1240,Ayoreo,Zamucoan,ayo,South America,1,-19.22,-60.22
ayut1236,Ayutla Mixtec,Otomanguean,miy,North America,0,16.97,-99.10
ayuu1242,Ayu,Atlantic-Congo,ayu,Africa,0,9.26,8.60
azha1235,Azha,Sino-Tibetan,aza,Eurasia,0,23.90,104.15
azhe1235,Azhe,Sino-Tibetan,yiz,Eurasia,0,24.41,103.44
azoy1236,Azoyú Me'phaa,Otomanguean,tpc,North America,0,16.76,-98.52
baan1241,Baan,Atlantic-Congo,bvj,Africa,2,4.67,7.30
baan1242,Baangi,Atlantic-Congo,bqx,Africa,0,10.81,5.73
baat1238,Baatonum,Atlantic-Congo,bba,Africa,0,9.63,3.00
baaz1234,Baazem,Atlantic-Congo,,Africa,0,6.80,9.97
baba1263,Babango,Atlantic-Congo,bbm,Africa,0,1.79,23.59
baba1264,Baba,Atlantic-Congo,bbw,Africa,0,6.11,10.52
baba1266,Babanki,Atlantic-Congo,bbk,Africa,0,5.98,10.29
baba1267,Baba Malay,Austronesian,mbf,Eurasia,0,1.75,103.08
baba1268,Babatana,Austronesian,baa,Papunesia,6,-7.22,157.15
baba1273,Babalia Creole Arabic,Bookkeeping,bbz,Africa,0,12.76,16.69
babi1235,Witsuwit'en-Babine,Athabaskan-Eyak-Tlingit,bcr,North America,2,55.10,-126.41
babu1240,Babuza,Austronesian,bzg,Papunesia,3,24.00,120.58
baca1243,Bacanese Malay,Austronesian,btj,Papunesia,0,-0.62,127.49
baca1246,Bacama,Afro-Asiatic,bcy,Africa,4,9.53,12.04
bact1239,Bactrian,Indo-European,xbc,Eurasia,0,36.81,66.85
bada1257,Badaga,Dravidian,bfq,Eurasia,0,11.31,76.60
bada1258,Bada (Nigeria),Atlantic-Congo,bau,Africa,2,9.62,9.95
bada1261,Bada (Indonesia),Austronesian,bhz,Papunesia,2,-1.80,120.32
bade1240,Badeshi,Unattested,bdz,Eurasia,0,35.27,72.68
bade1248,Bade,Afro-Asiatic,bde,Africa,3,12.79,10.66
badi1246,Badimaya,Pama-Nyungan,bia,Australia,0,-29.06,117.25
badi1247,Ngkontar Baedi,Yam,khd,Papunesia,0,-8.85,140.75
badj1244,Badjirri,Pama-Nyungan,jbi,Australia,0,-28.79,145.47
bady1239,Jaad-Badyara,Atlantic-Congo,pbp,Africa,0,12.64,-13.48
baeg1237,Baeggu,Austronesian,bvd,Papunesia,0,-8.49,160.77
bael1237,Baelelea,Austronesian,bvc,Papunesia,0,-8.42,160.72
baen1237,Baenan,Unclassifiable,,South America,0,-15.35,-39.56
baet1237,Baetora,Austronesian,btr,Papunesia,3,-15.26,168.16
bafa1247,Bafaw-Balong,Atlantic-Congo,bwt,Africa,2,4.53,9.52
bafa1249,Bafanji,Atlantic-Congo,bfj,Africa,0,5.85,10.45
bafi1243,Bafia,Atlantic-Congo,ksf,Africa,2,4.73,11.10
bafo1235,Bafoto,Atlantic-Congo,,Africa,0,1.19,19.76
bafu1246,Bafut,Atlantic-Congo,bfd,Africa,4,6.14,10.12
baga1270,Baga Manduri,Atlantic-Congo,bmd,Africa,0,10.77,-14.61
baga1271,Baga Kaloum,Bookkeeping,bqf,Africa,0,9.95,-12.89
baga1272,Baga Sitemu,Atlantic-Congo,bsp,Africa,1,10.48,-14.48
baga1273,Baga Koga,Atlantic-Congo,bgo,Africa,0,10.13,-13.95
baga1274,Baga Sobané,Bookkeeping,bsv,Africa,0,9.99,-13.91
baga1275,Pukur,Atlantic-Congo,bcg,Africa,2,10.53,-14.61
bagh1251,Bagheli,Indo-European,bfy,Eurasia,6,24.68,87.50
bagi1244,Bagirmi Fulfulde,Atlantic-Congo,fui,Africa,0,8.82,18.35
bagi1246,Bagirmi,Central Sudanic,bmi,Africa,4,11.52,14.77
bago1245,Bago-Kusuntu,Atlantic-Congo,bqg,Africa,2,8.53,1.41
bagr1243,Bagri,Indo-European,bgq,Eurasia,3,31.40,75.06
bagu1249,Bagua,Unclassifiable,,South America,0,,
bagu1251,Bagusa,Greater Kwerba,bqb,Papunesia,0,-1.99,137.91
bagu1252,Bagupi,Nuclear Trans New Guinea,bpi,Papunesia,0,-5.08,145.63
bagv1239,Bagvalal,Nakh-Daghestanian,kva,Eurasia,3,42.40,46.10
baha1256,Baha Buyang,Tai-Kadai,yha,Eurasia,0,23.01,104.45
baha1257,Bahau,Austronesian,bhv,Papunesia,0,0.31,115.33
baha1258,Baham,West Bomberai,bdw,Papunesia,0,-3.11,132.64
baha1259,Baharna Arabic,Afro-Asiatic,abv,Eurasia,0,26.22,50.58
baha1260,Bahamas Creole English,Indo-European,bah,North America,0,25.03,-77.39
baha1262,Bahau River Kenyah,Bookkeeping,bwv,,0,,
bahi1252,Bahing,Sino-Tibetan,bhj,Eurasia,5,27.33,86.39
bahi1254,Bahinemo,Sepik,bjh,Papunesia,0,-4.56,142.83
bahn1262,Bahnar,Austroasiatic,bdq,Eurasia,7,14.05,108.47
baho1237,Bahonsuai,Austronesian,bsu,Papunesia,0,-2.23,121.71
baib1251,Baibai,Baibai-Fas,bbf,Papunesia,0,-3.43,141.34
baii1251,Bai,Atlantic-Congo,bdj,Africa,0,7.57,26.48
baik1238,Baikeno,Austronesian,bkx,Papunesia,3,-9.33,124.26
baim1244,Baima,Sino-Tibetan,bqh,Eurasia,3,33.10,103.95
baim1245,Baimak,Nuclear Trans New Guinea,bmx,Papunesia,0,-5.19,145.61
baim1246,Bai-Maclay,Nuclear Trans New Guinea,,Papunesia,0,-5.64,146.45
bain1259,Bainounk-Gujaher,Atlantic-Congo,bab,Africa,0,12.31,-16.06
bain1260,Bainouk-Samik,Bookkeeping,bcb,Africa,0,12.51,-16.00
bain1261,Bainouk-Gunyaamolo-Gutobor,Atlantic-Congo,bcz,Africa,2,12.87,-16.23
bais1242,Baissa Fali,Atlantic-Congo,fah,Africa,0,7.38,10.77
bais1246,Baiso,Afro-Asiatic,bsw,Africa,0,6.45,37.77
baja1265,Bajan,Indo-European,bjs,North America,0,13.14,-59.53
baje1238,Bajelani,Indo-European,bjm,Eurasia,0,33.95,42.99
baka1272,Baka (Cameroon),Atlantic-Congo,bkc,Africa,0,2.16,13.78
baka1273,Bakaka,Atlantic-Congo,bqz,Africa,6,4.80,9.80
baka1274,Baka (South Sudan),Central Sudanic,bdh,Africa,0,4.66,29.59
baka1277,Bakairí,Cariban,bkq,South America,0,-14.26,-54.70
bakh1245,Bakhtiari,Indo-European,bqi,Eurasia,4,32.02,49.77
baki1244,Baki,Austronesian,bki,Papunesia,0,-16.71,168.16
bako1249,Bakoko,Atlantic-Congo,bkh,Africa,7,3.57,10.00
bako1250,Bakole,Atlantic-Congo,kme,Africa,0,4.44,8.97
bakp1238,Iyongiyong,Atlantic-Congo,bbs,Africa,0,5.27,8.26
baku1263,Bakumpai,Austronesian,bkr,Papunesia,2,-1.99,114.77
baku1265,Bakung Kenyah,Bookkeeping,boc,,0,,
bakw1243,Bakwé,Kru,bjw,Africa,5,5.23,-6.51
bala1301,Balanta-Kentohe,Atlantic-Congo,ble,Africa,4,11.82,-15.32
bala1302,Balanta-Ganja,Atlantic-Congo,bjt,Africa,2,12.54,-15.67
bala1306,Balau,Bookkeeping,blg,Papunesia,0,1.33,110.91
bala1310,Balangao,Austronesian,blw,Papunesia,0,17.10,121.27
bala1311,Balangingi,Austronesian,sse,Papunesia,6,6.01,121.69
bala1314,Balaesang,Austronesian,bls,Papunesia,0,-0.06,119.69
bala1315,Balantak,Austronesian,blz,Papunesia,0,-0.87,123.29
bala1316,Balade,Austronesian,,Papunesia,0,-20.25,164.20
bala1318,Balaybalan,Artificial Language,,Eurasia,0,,
bald1241,Baldemu,Afro-Asiatic,bdn,Africa,0,10.91,14.47
bali1245,Bali (Nigeria),Atlantic-Congo,bcn,Africa,0,8.81,11.30
bali1274,Bali (Democratic Republic of Congo),Atlantic-Congo,bcp,Africa,4,1.18,26.59
bali1278,Balinese,Austronesian,ban,Papunesia,3,-8.36,115.08
bali1279,Balinese Malay,Austronesian,mhp,Papunesia,0,-8.36,114.65
bali1287,Baliledu-Buawa,Austronesian,,Papunesia,2,-9.57,119.49
balk1252,Balkan Romani,Indo-European,rmn,Eurasia,19,42.67,21.17
balk1254,Rumelian Turkish,Turkic,bgx,Eurasia,8,41.17,24.45
balo1261,Loi-Likila,Atlantic-Congo,biz,Africa,4,0.94,18.13
balo1264,Balo,Atlantic-Congo,bqo,Africa,0,6.13,9.69
balt1257,Baltic Romani,Indo-European,rml,Eurasia,5,60.00,38.00
balt1258,Balti,Sino-Tibetan,bft,Eurasia,0,34.45,77.29
balu1257,Paluai,Austronesian,blq,Papunesia,2,-2.56,147.28
bama1249,Langue de Signes Malienne,Sign Language,bog,Africa,0,12.65,-8.00
bama1251,Bamali,Atlantic-Congo,bbq,Africa,0,5.91,10.46
bamb1262,Bambassi,Blue Nile Mao,myf,Africa,2,9.83,34.65
bamb1265,Bambalang,Atlantic-Congo,bmo,Africa,0,5.86,10.54
bamb1266,Bambili-Bambui,Atlantic-Congo,baw,Africa,2,6.11,10.22
bamb1269,Bambara,Mande,bam,Africa,7,12.90,-7.65
bamb1270,Bambam,Austronesian,ptu,Papunesia,7,-3.03,119.20
bame1260,Bamenyam,Atlantic-Congo,bce,Africa,0,5.77,10.33
bamu1253,Bamun,Atlantic-Congo,bax,Africa,0,5.49,10.85
bamu1254,Bamukumbit,Atlantic-Congo,bqt,Africa,0,5.87,10.35
bamu1256,Bamunka,Atlantic-Congo,bvm,Africa,0,6.00,10.51
bamu1257,Bamu,Kiwaian,bcf,Papunesia,5,-7.94,143.54
bamw1238,Bamwe,Atlantic-Congo,bmg,Africa,0,2.17,19.16
bana1288,Banao Itneg,Austronesian,bjx,Papunesia,3,17.56,121.05
bana1292,Banaro,Ramu,byz,Papunesia,0,-4.57,144.33
bana1305,Bana,Afro-Asiatic,bcw,Africa,2,10.35,13.61
bana1306,Banawá,Bookkeeping,bnh,,0,,
band1337,Bandjigali,Bookkeeping,bjd,Australia,0,-30.08,143.28
band1340,Bandial,Atlantic-Congo,bqj,Africa,3,12.53,-16.42
band1342,Banda-Mbrès,Atlantic-Congo,bqk,Africa,5,7.33,23.01
band1343,Banda-Banda,Atlantic-Congo,bpd,Africa,14,6.64,22.76
band1344,Banda-Bambari,Atlantic-Congo,liy,Africa,5,6.22,20.98
band1345,Banda-Ndélé,Atlantic-Congo,bfl,Africa,6,8.03,23.90
band1348,Banda-Yangere,Atlantic-Congo,yaj,Africa,0,3.96,16.59
band1352,Bandi,Mande,bza,Africa,6,7.74,-10.17
band1353,Banda Malay,Austronesian,bpq,Papunesia,0,-4.56,129.91
band1355,Banda (Indonesia),Austronesian,bnd,Papunesia,2,-5.42,133.14
bang1339,Banggarla,Pama-Nyungan,bjb,Australia,0,-33.30,136.08
bang1345,Bangba,Atlantic-Congo,bbe,Africa,2,3.40,28.31
bang1347,Ngombe-Bangandu,Atlantic-Congo,bgf,Africa,2,2.19,14.75
bang1348,Bangwinji,Atlantic-Congo,bsj,Africa,2,9.57,11.20
bang1350,Bangubangu,Atlantic-Congo,bnx,Africa,6,-4.31,27.24
bang1353,Bangala,Atlantic-Congo,bxg,Africa,0,3.35,28.04
bang1354,Bobangi,Atlantic-Congo,bni,Africa,0,-0.87,17.23
bang1356,Bangolan,Atlantic-Congo,bgj,Africa,0,6.01,10.67
bang1363,Bangime,,dba,Africa,0,14.81,-3.77
bang1365,Bangka,Austronesian,mfb,Papunesia,0,-1.73,105.90
bang1368,Banggai,Austronesian,bgz,Papunesia,2,-1.58,123.17
bang1369,Bangru,Sino-Tibetan,,Eurasia,2,27.95,93.16
bani1255,Baniwa do Icana,Arawakan,bwi,South America,6,2.18,-67.77
banj1239,Banjar,Austronesian,bjn,Papunesia,2,0.75,115.79
bank1251,Ban Khor Sign Language,Sign Language,bfk,Eurasia,0,16.91,103.30
bank1256,Bankon,Atlantic-Congo,abb,Africa,0,4.37,9.64
bank1258,Bankagooma,Mande,bxw,Africa,0,11.75,-5.51
bank1259,Bankan Tey Dogon,Dogon,dbw,Africa,0,15.06,-2.92
bann1247,Bannoni,Austronesian,bcm,Papunesia,0,-6.23,155.13
bant1281,Bantawa,Sino-Tibetan,bap,Eurasia,5,27.12,87.05
bant1286,Bantik,Austronesian,bnq,Papunesia,0,1.45,124.85
bant1288,Bantoanon,Austronesian,bno,Papunesia,5,12.52,122.03
bant1293,Bantayanon,Austronesian,bfx,Papunesia,0,11.21,123.75
bant1298,Bantang,Sino-Tibetan,,Eurasia,0,21.73,102.06
baou1238,Baoulé,Atlantic-Congo,bci,Africa,0,5.43,-4.77
bape1239,Bapen,Atlantic-Congo,,Africa,0,12.13,-12.79
bara1357,Baraamu,Sino-Tibetan,brd,Eurasia,0,28.38,85.06
bara1361,Barambu,Atlantic-Congo,brm,Africa,0,3.35,26.86
bara1362,Barama,Atlantic-Congo,bbg,Africa,0,-2.50,10.68
bara1367,Barakai,Austronesian,baj,Papunesia,2,-6.74,134.67
bara1369,Bara Malagasy,Austronesian,bhr,Africa,0,-23.97,45.59
bara1370,Baram Kayan,Austronesian,kys,Papunesia,2,3.51,114.48
bara1371,Baras,Austronesian,brs,Papunesia,0,-1.57,119.34
bara1375,Barapasi,Geelvink Bay,brp,Papunesia,2,-2.29,137.05
bara1378,Baramu,Anim,bmz,Papunesia,0,-8.49,143.00
bara1380,Barasana-Eduria,Tucanoan,bsn,South America,3,0.02,-70.81
barb1242,Barbacoas,Unattested,bpb,South America,0,1.52,-78.48
barb1263,Barbareño,Chumashan,boi,North America,0,34.46,-119.70
barc1235,Barclayville Grebo,Kru,gry,Africa,2,4.68,-8.09
bard1255,Bardi,Nyulnyulan,bcj,Australia,2,-16.63,122.91
bare1276,Baré,Arawakan,bae,South America,0,1.92,-66.83
bare1279,Barain,Afro-Asiatic,bva,Africa,4,10.97,17.91
barg1252,Bargam,Nuclear Trans New Guinea,mlp,Papunesia,0,-4.87,145.76
bari1241,Barikanchi,Pidgin,bxo,Africa,0,11.99,8.43
bari1284,Bari,Nilotic,bfa,Africa,5,4.20,31.07
bari1286,Bariai,Austronesian,bch,Papunesia,0,-5.51,148.67
bari1290,Bariji,Yareban,bjc,Papunesia,0,-9.23,148.45
bari1297,Barí,Chibchan,mot,South America,0,9.08,-72.94
bari1298,Barikewa,Turama-Kikori,jbk,Papunesia,0,-7.10,143.99
baro1252,Barombi,Atlantic-Congo,bbi,Africa,0,4.65,9.25
baro1253,Barok,Austronesian,bjk,Papunesia,2,-3.48,152.19
barr1247,Barrow Point,Pama-Nyungan,bpt,Australia,0,-14.12,144.53
barr1251,Barro Negro Tunebo,Chibchan,tbn,South America,0,6.13,-72.04
barr1252,Barranbinya,Pama-Nyungan,,Australia,0,-30.10,145.93
baru1267,Baruya,Angan,byr,Papunesia,4,-6.89,145.82
baru1269,Baruga,Nuclear Trans New Guinea,bjz,Papunesia,4,-9.40,148.76
barw1243,Barwe,Atlantic-Congo,bwg,Africa,0,-17.68,33.45
barz1241,Barzani Jewish Neo-Aramaic,Afro-Asiatic,bjf,Eurasia,4,31.77,35.15
basa1280,Basa-Gumna,Atlantic-Congo,bsl,Africa,0,9.94,6.58
basa1281,Basa-Gurmana,Atlantic-Congo,buj,Africa,0,10.25,6.75
basa1282,Basa (Nigeria),Atlantic-Congo,bzw,Africa,0,8.03,7.06
basa1284,Basa (Cameroon),Atlantic-Congo,bas,Africa,11,3.81,10.42
basa1286,Basap,Austronesian,bdb,Papunesia,4,1.41,117.94
basa1287,Basay,Austronesian,byq,Papunesia,2,25.00,121.86
bash1263,Bashkardi,Indo-European,bsg,Eurasia,18,32.00,53.00
