code      , canonical_code, is_iso3, is_glottocode, Articles, Avggoodpagelength  , adjusted_wp_size       , article_count, avg_article_length , entropy           , ethnologue_population, glotto_mapped_iso, glottocode, jw_bible_available, median_article_length, mention_total, os_base_required       , real_ratio          , realtotalratio      , wals_family          , wals_genus                       , wp_incubator, wp_size_chars
ghot1243  , aaa           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , aaa              , ghot1243  ,                   ,                      ,              ,                        ,                     ,                     , Niger-Congo          , Edoid                            ,             ,            
alum1246  , aab           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , aab              , alum1246  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
arii1243  , aac           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , None                 , aac              , arii1243  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
amal1242  , aad           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , aad              , amal1242  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
arbe1236  , aae           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , aae              , arbe1236  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
aran1261  , aaf           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , aaf              , aran1261  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
ambr1239  , aag           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , aag              , ambr1239  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
abua1245  , aah           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , aah              , abua1245  ,                   ,                      ,              ,                        ,                     ,                     , Torricelli           , Kombio-Arapesh                   ,             ,            
arif1239  , aai           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , aai              , arif1239  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
anka1246  , aak           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , aak              , anka1246  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
afad1236  , aal           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , aal              , afad1236  ,                   ,                      ,              ,                        ,                     ,                     , Afro-Asiatic         , Biu-Mandara                      ,             ,            
aram1252  , aam           , False  , True         ,         ,                    ,                        ,              ,                    ,                   ,                      , aam              , aram1252  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
anam1249  , aan           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , None                 , aan              , anam1249  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
alge1240  , aao           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , aao              , alge1240  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
para1310  , aap           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , aap              , para1310  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
east2544  , aaq           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , None                 , aaq              , east2544  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
afar1241  , aar           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 1M to 1B             , aar              , afar1241  ,                  0,                      ,              ,                        ,                     ,                     , Afro-Asiatic         , Lowland East Cushitic            ,            1,            
aasa1238  , aas           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , None                 , aas              , aasa1238  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
arva1236  , aat           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , aat              , arva1236  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
abau1245  , aau           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , aau              , abau1245  ,                   ,                      ,              ,                        ,                     ,                     , Sepik                , Abau                             ,             ,            
solo1258  , aaw           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , aaw              , solo1258  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mand1444  , aax           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , aax              , mand1444  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
aari1240  , aay           , False  , True         ,         ,                    ,                        ,              ,                    ,                   ,                      , aay              , aari1240  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
amar1273  , aaz           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , aaz              , amar1273  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
abee1242  , aba           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , aba              , abee1242  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
abai1241  , abai1241      , False  , True         ,         ,                    ,                        ,              ,                    ,                   ,                      ,                  , abai1241  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
bank1256  , abb           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , abb              , bank1256  ,                   ,                      ,              ,                        ,                     ,                     , Niger-Congo          , Bantu                            ,             ,            
amba1267  , abc           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , abc              , amba1267  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
cama1250  , abd           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , abd              , cama1250  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
west2630  , abe           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , None                 , abe              , west2630  ,                   ,                      ,              ,                        ,                     ,                     , Algic                , Algonquian                       ,             ,            
abf       , abf           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , None                 ,                  , abai1240  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
abg       , abg           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , abag1245  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
taji1248  , abh           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , abh              , taji1248  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
abid1235  , abi           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , abi              , abid1235  ,                   ,                      ,              ,                        ,                     ,                     , Niger-Congo          , Agneby                           ,             ,            
akab1249  , abj           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , None                 , abj              , akab1249  ,                   ,                      ,              ,                        ,                     ,                     , Great Andamanese     , Great Andamanese                 ,             ,            
abkh1244  , abk           , True   , True         ,     8218,  738.2502981367767 ,     4684051.095192132  ,          8218,  738.2502981367767 , 5.863419907435309 , 10K to 1M            , abk              , abkh1244  ,                  1,   264.3877606677456  ,             8,                        , 0.16658554392796301 , 0.16658554392796301 , Northwest Caucasian  , Northwest Caucasian              ,             ,     4684051.095192132
lamp1242  , abl           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , abl              , lamp1242  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
abm       , abm           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , aban1242  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
abua1244  , abn           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , abn              , abua1244  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
abon1238  , abo           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , abo              , abon1238  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
abp       , abp           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , aben1249  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
abq       , abq           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , abaz1241  ,                   ,                      ,              ,                        ,                     ,                     , Northwest Caucasian  , Northwest Caucasian              ,             ,            
abro1238  , abr           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 1M to 1B             , abr              , abro1238  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
ambo1250  , abs           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 1M to 1B             , abs              , ambo1250  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
ambu1247  , abt           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , abt              , ambu1247  ,                   ,                      ,              ,                        ,                     ,                     , Sepik                , Ndu                              ,             ,            
abur1243  , abu           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , abu              , abur1243  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
baha1259  , abv           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , abv              , baha1259  ,                   ,                      ,              ,                        ,                     ,                     , Afro-Asiatic         , Semitic                          ,             ,            
pall1244  , abw           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , abw              , pall1244  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
inab1237  , abx           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , abx              , inab1237  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
anem1248  , aby           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , aby              , anem1248  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
abz       , abz           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , abui1241  ,                   ,                      ,              ,                        ,                     ,                     , Greater West Bomberai, Alor-Pantar                      ,             ,            
acha1250  , aca           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , aca              , acha1250  ,                   ,                      ,              ,                        ,                     ,                     , Arawakan             , Japura-Colombia                  ,             ,            
anca1236  , acb           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , None                 , acb              , anca1236  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
achi1258  , acc           , False  , True         ,         ,                    ,                        ,              ,                    ,                   ,                      , acc              , achi1258  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
giky1238  , acd           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , acd              , giky1238  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
achi1257  , ace           , True   , True         ,    14862,  779.8363060144138 ,     9916855.174123002  ,         14862,  779.8363060144138 , 5.438688150669065 , 1M to 1B             , ace              , achi1257  ,                  0,   562.1247670485768  ,             2,                        , 0.5337774189207375  , 0.5337774189207375  , Austronesian         , Malayo-Sumbawan                  ,             ,     9916855.174123002
sain1246  , acf           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , acf              , sain1246  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
"acf, gcf", "acf, gcf"    , False  , False        ,         ,                    ,                        ,              ,                    ,                   ,                      ,                  ,           ,                   ,                      ,              ,                        ,                     ,                     , other                , Creoles and Pidgins              ,             ,            
acol1236  , ach           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 1M to 1B             , ach              , acol1236  ,                  1,                      ,              ,                        ,                     ,                     , Eastern Sudanic      , Western Nilotic                  ,             ,            
akac1240  , aci           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , None                 , aci              , akac1240  ,                   ,                      ,              ,                        ,                     ,                     , Great Andamanese     , Great Andamanese                 ,             ,            
akak1251  , ack           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , None                 , ack              , akak1251  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
akar1243  , acl           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , None                 , acl              , akar1243  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
meso1252  , acm           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 1M to 1B             , acm              , meso1252  ,                   ,                      ,              ,                        ,                     ,                     , Afro-Asiatic         , Semitic                          ,            1,            
acn       , acn           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , acha1249  ,                   ,                      ,              ,                        ,                     ,                     , Sino-Tibetan         , Burmese-Lolo                     ,             ,            
east2403  , acp           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , acp              , east2403  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
taiz1242  , acq           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 1M to 1B             , acq              , taiz1242  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
acr       , acr           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , achi1256  ,                   ,                      ,              ,                        ,                     ,                     , Mayan                , Mayan                            ,             ,            
acs       , acs           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , None                 ,                  , acro1239  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
act       , act           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  ,           ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
acu       , acu           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , achu1248  ,                   ,                      ,              ,                        ,                     ,                     , Jivaroan             , Jivaroan                         ,             ,            
acv       , acv           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , None                 ,                  , achu1247  ,                   ,                      ,              ,                        ,                     ,                     , Hokan                , Achumawi                         ,             ,            
hija1235  , acw           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 1M to 1B             , acw              , hija1235  ,                   ,                      ,              ,                        ,                     ,                     , Afro-Asiatic         , Semitic                          ,             ,            
oman1239  , acx           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 1M to 1B             , acx              , oman1239  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
cypr1248  , acy           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , acy              , cypr1248  ,                   ,                      ,              ,                        ,                     ,                     , Afro-Asiatic         , Semitic                          ,             ,            
acz       , acz           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , ache1245  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
adan1247  , ada           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 1M to 1B             , ada              , adan1247  ,                  1,                      ,              ,                        ,                     ,                     ,                      ,                                  ,            1,            
adb       , adb           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , adab1235  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
dzod1238  , add           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , add              , dzod1238  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
adel1244  , ade           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , ade              , adel1244  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
dhof1235  , adf           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , adf              , dhof1235  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
ande1247  , adg           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , None                 , adg              , ande1247  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
adho1243  , adh           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , adh              , adho1243  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
adha1238  , adha1238      , False  , True         ,         ,                    ,                        ,              ,                    ,                   ,                      ,                  , adha1238  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
bori1243  , adi           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , adi              , bori1243  ,                   ,                      ,              ,                        ,                     ,                     , Sino-Tibetan         , Tani                             ,             ,            
adj       , adj           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , adio1239  ,                   ,                      ,              ,                        ,                     ,                     , Niger-Congo          , Agneby                           ,             ,            
galo1242  , adl           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , adl              , galo1242  ,                   ,                      ,              ,                        ,                     ,                     , Sino-Tibetan         , Tani                             ,             ,            
adn       , adn           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , adan1251  ,                   ,                      ,              ,                        ,                     ,                     , Greater West Bomberai, Alor-Pantar                      ,             ,            
ado       , ado           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , abuu1241  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
adap1234  , adp           , False  , True         ,         ,                    ,                        ,              ,                    ,                   ,                      , adp              , adap1234  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
adq       , adq           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , adan1248  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
adr       , adr           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , adon1237  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
ads       , ads           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , None                 ,                  , adam1238  ,                   ,                      ,              ,                        ,                     ,                     , other                , Sign Languages                   ,             ,            
adt       , adt           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , adny1235  ,                   ,                      ,              ,                        ,                     ,                     , Pama-Nyungan         , Central Pama-Nyungan             ,             ,            
adug1238  , adu           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , adu              , adug1238  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
adur1234  , adur1234      , False  , True         ,         ,                    ,                        ,              ,                    ,                   ,                      ,                  , adur1234  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
amun1246  , adw           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , None                 , adw              , amun1246  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
amdo1237  , adx           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 1M to 1B             , adx              , amdo1237  ,                   ,                      ,              ,                        ,                     ,                     , Sino-Tibetan         , Bodic                            ,             ,            
adyg1241  , ady           , True   , True         ,     1042,  711.6824809082915 ,      661722.7910896443 ,          1042,  711.6824809082915 , 5.9934533070342555, 10K to 1M            , ady              , adyg1241  ,                  1,   218.54710784263443 ,              ,                        , 0.3675623800383877  , 0.3675623800383877  , Northwest Caucasian  , Northwest Caucasian              ,            1,      661722.7910896443
adze1240  , adz           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , adz              , adze1240  ,                   ,                      ,              ,                        ,                     ,                     , Austronesian         , Oceanic                          ,             ,            
areb1238  , aea           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , None                 , aea              , areb1238  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
tuni1259  , aeb           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 1M to 1B             , aeb              , tuni1259  ,                   ,                      ,              ,                        ,                     ,                     , Afro-Asiatic         , Semitic                          ,            1,            
said1239  , aec           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 1M to 1B             , aec              , said1239  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
arge1236  , aed           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , aed              , arge1236  ,                   ,                      ,              ,                        ,                     ,                     , other                , Sign Languages                   ,             ,            
nort2666  , aee           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , aee              , nort2666  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
