code,iso639_3,glottocode,AdjustedWPsize,Articles,WPincubatornew,WPsizeinchars,Realtotalratio,Avggoodpagelength,Population Size,Digital Support,has_glottolog,has_bible,win11_os_supported,tatoeba_sentences,has_wals,Ethnologue_Status,has_wiki
arp,arp,arap1274,,,0,,,,3,2,1,0,0,,1,1,0
arq,arq,alge1239,,,1,,,,7,2,1,0,0,3.3841741388070337,0,3,0
arr,arr,karo1305,,,0,,,,3,0,1,0,0,,1,2,0
ars,ars,najd1235,,,1,,,,7,2,1,0,0,,0,3,0
aru,aru,arua1263,,,0,,,,0,0,1,0,0,,0,0,0
arv,arv,arbo1245,,,0,,,,5,1,1,0,0,,1,2,0
arw,arw,araw1276,,,0,,,,3,1,1,0,0,,1,1,0
arx,arx,arua1261,,,0,,,,0,0,1,0,0,,0,1,0
ary,ary,moro1292,7.399001,4.497911,0,7.399001,0.3340217978456357,2.917032,7,2,1,0,0,1.99563519459755,1,3,1
arz,arz,egyp1253,9.125367,6.219084,0,9.125367,0.5640388674997947,2.983662,7,2,1,0,0,3.161667412437736,1,3,1
asa,asa,asut1235,,,0,,,,5,2,1,0,0,,1,2,0
asb,asb,assi1247,,,0,,,,3,1,1,0,0,,0,1,0
asc,asc,casu1237,,,0,,,,3,1,1,0,0,,0,1,0
ase,ase,amer1248,,,1,,,,7,2,1,0,0,,1,2,0
asf,asf,aust1271,,,0,,,,5,1,1,0,0,,1,2,0
asg,asg,cish1238,,,0,,,,5,1,1,0,0,,0,2,0
ash,ash,abis1238,,,0,,,,0,0,1,0,0,,0,0,0
asi,asi,buru1308,,,0,,,,3,0,1,0,0,,0,1,0
asj,asj,nsar1238,,,0,,,,3,1,1,0,0,,0,2,0
ask,ask,ashk1246,,,0,,,,5,1,1,0,0,,0,2,0
asl,asl,asil1242,,,0,,,,3,0,1,0,0,,0,1,0
asm,asm,assa1263,8.056479,4.613947,0,8.056479,0.4772804670396497,3.44467,7,3,1,1,1,4.1667852197354325,1,3,1
asn,asn,xing1248,,,0,,,,3,0,1,0,0,,0,1,0
aso,aso,dano1240,,,0,,,,5,1,1,0,0,,0,2,0
asp,asp,alge1235,,,0,,,,5,0,1,0,0,,0,2,0
asq,asq,aust1252,,,0,,,,3,0,1,0,0,,0,2,0
asr,asr,asur1254,,,0,,,,3,0,1,0,0,,0,2,0
ass,ass,ipul1238,,,0,,,,3,1,1,0,0,,0,2,0
ast,ast,astu1245,8.930349,5.211558,0,8.930349,0.8157209210882013,3.72003,5,3,1,0,0,2.910624404889201,1,1,1
asu,asu,toca1235,,,0,,,,3,0,1,0,0,,1,1,0
asv,asv,asoa1238,,,0,,,,5,1,1,0,0,,0,2,0
asw,asw,aust1253,,,0,,,,0,0,1,0,0,,0,1,0
asx,asx,mura1271,,,0,,,,3,0,1,0,0,,0,2,0
asy,asy,yaos1235,,,0,,,,3,0,1,0,0,,0,1,0
asz,asz,asss1237,,,0,,,,0,0,1,0,0,,0,1,0
ata,ata,pele1245,,,0,,,,3,1,1,0,0,,0,2,0
atb,atb,zaiw1241,,,0,,,,5,2,1,0,0,,0,2,0
atc,atc,atsa1242,,,0,,,,0,0,1,0,0,,0,0,0
atd,atd,atam1240,,,0,,,,5,2,1,0,0,,0,2,0
ate,ate,atem1241,,,0,,,,0,0,1,0,0,,0,1,0
atf,atf,atue1238,,,,,,,,,1,0,0,,0,,0
atg,atg,ivbi1241,,,0,,,,5,2,1,0,0,,0,2,0
ati,ati,atti1239,,,0,,,,5,1,1,0,0,,0,2,0
atj,atj,atik1240,6.091154,3.359076,0,6.091154,0.44925634295713035,2.814731,3,2,1,0,0,,1,2,1
atk,atk,atii1237,,,0,,,,3,0,1,0,0,,0,1,0
atl,atl,mtir1236,,,0,,,,3,0,1,0,0,,0,1,0
atm,atm,ataa1240,,,0,,,,0,1,1,0,0,,0,1,0
atn,atn,asht1244,,,0,,,,5,0,1,0,0,,0,1,0
ato,ato,aton1242,,,0,,,,3,1,1,0,0,,0,1,0
atp,atp,pudt1235,,,0,,,,3,0,1,0,0,,0,1,0
atq,atq,aral1243,,,0,,,,5,1,1,0,0,,1,2,0
atr,atr,waim1253,,,0,,,,3,0,1,0,0,,0,2,0
ats,ats,gros1243,,,0,,,,0,1,1,0,0,,0,1,0
att,att,pamp1244,,,0,,,,3,1,1,0,0,,0,1,0
atu,atu,reel1238,,,0,,,,5,0,1,0,0,,0,2,0
atv,atv,nort2686,,,0,,,,5,1,1,0,0,,0,1,0
atw,atw,atsu1245,,,0,,,,0,0,1,0,0,,1,1,0
atx,atx,arut1244,,,0,,,,0,0,1,0,0,,0,1,0
aty,aty,anei1239,,,0,,,,3,1,1,0,0,,1,2,0
atz,atz,arta1239,,,0,,,,0,1,1,0,0,,0,1,0
aua,aua,asum1237,,,0,,,,3,0,1,0,0,,0,1,0
aub,aub,alug1235,,,0,,,,3,0,1,0,0,,0,2,0
auc,auc,waor1240,,,0,,,,3,2,1,0,0,,1,1,0
aud,aud,anut1237,,,0,,,,3,1,1,0,0,,0,1,0
aug,aug,agun1238,,,0,,,,5,0,1,0,0,,0,2,0
auh,auh,aush1241,,,0,,,,5,0,1,0,0,,0,2,0
aui,aui,anuk1239,,,0,,,,3,1,1,0,0,,0,1,0
auj,auj,awji1241,,,0,,,,3,1,1,0,0,,0,1,0
auk,auk,heyo1240,,,0,,,,3,0,1,0,0,,0,1,0
aul,aul,aulu1238,,,0,,,,3,0,1,0,0,,1,2,0
aum,aum,asun1235,,,0,,,,3,0,1,0,0,,0,1,0
aun,aun,molm1235,,,0,,,,3,0,1,0,0,,1,1,0
auo,auo,auyo1240,,,0,,,,0,0,1,0,0,,0,0,0
aup,aup,maka1315,,,0,,,,3,0,1,0,0,,0,2,0
auq,auq,anus1237,,,0,,,,3,0,1,0,0,,0,1,0
aur,aur,arue1240,,,0,,,,3,0,1,0,0,,0,2,0
aut,aut,aust1304,,,0,,,,3,1,1,0,0,,0,1,0
auu,auu,auye1238,,,0,,,,3,1,1,0,0,,0,2,0
auv,auv,auve1240,,,,,,,,,1,0,0,,0,,0
auw,auw,awyi1241,,,0,,,,3,0,1,0,0,,1,1,0
aux,aux,aura1243,,,0,,,,0,0,1,0,0,,0,0,0
auy,auy,awiy1238,,,0,,,,5,1,1,0,0,,1,2,0
auz,auz,uzbe1248,,,0,,,,3,1,1,0,0,,0,1,0
ava,ava,avar1256,7.015248,3.772102,0,7.015248,0.421835389555518,3.259461,5,2,1,1,0,2.957607287060095,1,3,1
avb,avb,avau1237,,,0,,,,3,0,1,0,0,,0,2,0
avd,avd,alvi1241,,,0,,,,0,0,1,0,0,,0,1,0
ave,ave,aves1237,,,0,,,,0,2,1,0,0,,0,0,0
avi,avi,avik1243,,,0,,,,5,0,1,0,0,,1,2,0
avk,avk,kota1280,7.817213,4.482473,,7.817213,0.8908863426840511,3.340363,,,1,0,0,3.61320735210376,0,,1
avl,avl,east2690,,,0,,,,7,1,1,0,0,,0,2,0
avm,avm,angg1238,,,0,,,,0,0,1,0,0,,0,1,0
avn,avn,avat1244,,,0,,,,5,2,1,0,0,,1,2,0
avo,avo,agav1236,,,0,,,,0,0,1,0,0,,0,0,0
avs,avs,aush1242,,,0,,,,0,0,1,0,0,,0,0,0
avt,avt,auuu1241,,,0,,,,3,1,1,0,0,,1,2,0
avu,avu,avok1242,,,0,,,,5,2,1,0,0,,1,2,0
avv,avv,avac1239,,,0,,,,0,0,1,0,0,,0,1,0
awa,awa,awad1243,6.45195,3.591621,0,6.45195,0.23072983354673496,2.920524,7,2,1,1,0,2.403120521175818,1,3,1
awb,awb,awap1236,,,0,,,,3,1,1,0,0,,1,2,0
awc,awc,cici1237,,,0,,,,5,1,1,0,0,,0,2,0
awe,awe,awet1244,,,0,,,,3,0,1,0,0,,0,1,0
awg,awg,angu1242,,,0,,,,0,0,1,0,0,,1,1,0
awh,awh,awbo1238,,,0,,,,3,0,1,0,0,,0,1,0
awi,awi,aeky1238,,,0,,,,5,0,1,0,0,,1,2,0
awk,awk,awab1243,,,0,,,,0,0,1,0,0,,0,1,0
awm,awm,araw1272,,,0,,,,3,0,1,0,0,,0,2,0
awn,awn,awng1244,,,0,,,,5,1,1,0,0,,1,2,0
awo,awo,awak1250,,,0,,,,3,1,1,0,0,,0,2,0
awr,awr,awer1241,,,0,,,,0,0,1,0,0,,0,1,0
aws,aws,sout2941,,,0,,,,3,0,1,0,0,,0,1,0
awt,awt,araw1273,,,0,,,,3,0,1,0,0,,0,2,0
awu,awu,cent2118,,,0,,,,3,0,1,0,0,,0,1,0
awv,awv,jair1235,,,0,,,,3,0,1,0,0,,0,1,0
aww,aww,awun1245,,,0,,,,3,0,1,0,0,,0,1,0
awx,awx,awar1248,,,0,,,,3,1,1,0,0,,0,2,0
awy,awy,eder1237,,,0,,,,3,0,1,0,0,,0,1,0
axb,axb,abip1241,,,0,,,,0,0,1,0,0,,1,0,0
axe,axe,,,,0,,,,0,0,0,0,0,,0,0,0
axg,axg,mato1253,,,0,,,,0,0,1,0,0,,0,1,0
axk,axk,yaka1272,,,0,,,,5,0,1,0,0,,1,2,0
axl,axl,lowe1436,,,0,,,,0,0,1,0,0,,0,1,0
axx,axx,xara1243,,,0,,,,3,0,1,0,0,,0,1,0
aya,aya,awar1249,,,0,,,,3,0,1,0,0,,0,1,0
ayb,ayb,ayiz1245,,,0,,,,5,1,1,0,0,,0,2,0
ayc,ayc,sout2996,,,0,,,,5,2,1,0,0,,0,2,0
ayd,ayd,ayab1239,,,0,,,,0,0,1,0,0,,0,0,0
aye,aye,ayer1245,,,0,,,,3,0,1,0,0,,0,1,0
ayg,ayg,giny1241,,,0,,,,5,1,1,0,0,,0,2,0
ayh,ayh,hadr1236,,,1,,,,7,1,1,0,0,,0,2,0
ayi,ayi,leyi1238,,,0,,,,3,0,1,0,0,,0,2,0
ayk,ayk,akuk1235,,,0,,,,3,0,1,0,0,,0,2,0
ayl,ayl,liby1240,,,1,,,,7,2,1,0,0,0.47712125471966244,1,3,0
aym,aym,,7.010996,3.774882,0,7.010996,0.7188916876574307,3.246863,,,0,1,0,1.1139433523068367,0,,1
ayn,ayn,sana1295,,,0,,,,7,1,1,0,0,,1,2,0
ayo,ayo,ayor1240,,,0,,,,3,1,1,0,0,,1,2,0
ayp,ayp,nort3142,,,0,,,,7,1,1,0,0,,0,2,0
ayq,ayq,ayip1235,,,0,,,,3,0,1,0,0,,0,2,0
ayr,ayr,cent2142,,,0,,,,7,3,1,0,0,,1,2,0
ays,ays,sors1239,,,0,,,,0,0,1,0,0,,0,1,0
ayt,ayt,bata1297,,,0,,,,3,0,1,0,0,,0,1,0
ayu,ayu,ayuu1242,,,0,,,,3,0,1,0,0,,0,1,0
ayx,ayx,ayic1234,,,,,,,,,1,0,0,,0,,0
ayy,ayy,taya1256,,,,,,,,,1,0,0,,0,,0
ayz,ayz,maib1239,,,0,,,,5,1,1,0,0,,1,2,0
aza,aza,azha1235,,,0,,,,5,0,1,0,0,,0,2,0
azb,azb,sout2697,8.703381,5.438041,0,8.703381,0.8537801395418388,3.268831,7,2,1,0,0,,1,3,1
azd,azd,east2695,,,0,,,,3,1,1,0,0,,0,1,0
aze,aze,,8.915102,5.49891,0,8.915102,0.5664463360121736,3.422865,,,0,1,1,4.074231138020326,0,,1
azg,azg,sanp1260,,,0,,,,3,1,1,0,0,,0,2,0
azj,azj,nort2697,,,0,,,,7,3,1,0,0,,0,3,0
azm,azm,ipal1235,,,0,,,,3,0,1,0,0,,0,1,0
azn,azn,west2778,,,0,,,,3,1,1,0,0,,0,2,0
azo,azo,awin1248,,,0,,,,5,2,1,0,0,,0,2,0
azr,azr,adze1241,,,,,,,,,1,0,0,,0,,0
azt,azt,fair1238,,,0,,,,3,0,1,0,0,,0,1,0
azz,azz,high1278,,,0,,,,5,2,1,0,0,,1,2,0
baa,baa,baba1268,,,0,,,,5,1,1,0,0,,1,2,0
bab,bab,bain1259,,,0,,,,3,0,1,0,0,,0,1,0
bac,bac,,,,0,,,,5,1,0,0,0,,0,1,0
bae,bae,bare1276,,,0,,,,0,0,1,0,0,,1,1,0
baf,baf,nuba1241,,,0,,,,3,1,1,0,0,,0,1,0
bag,bag,tuki1240,,,0,,,,5,1,1,0,0,,1,2,0
bah,bah,baha1260,,,0,,,,5,2,1,0,0,,0,2,0
baj,baj,bara1367,,,0,,,,3,0,1,0,0,,0,1,0
bak,bak,bash1264,8.486607,4.932824,0,8.486607,0.734828234250429,3.555259,7,3,1,1,0,2.5658478186735176,1,3,1
bal,bal,,,,0,,,,,,0,0,0,2.164352855784437,0,,0
bam,bam,bamb1269,5.882402,3.20085,0,5.882402,0.25440806045340053,2.791756,7,2,1,1,0,1.7993405494535817,1,3,1
ban,ban,bali1278,8.061928,4.555638,0,8.061928,0.8844901933509528,3.508086,7,2,1,1,0,0.8450980400142568,1,2,1
bao,bao,waim1255,,,0,,,,3,1,1,0,0,,1,2,0
bap,bap,bant1281,,,0,,,,5,2,1,0,0,,0,1,0
bar,bar,bava1246,7.89185,4.645923,0,7.89185,0.5515807552371698,3.253681,7,2,1,0,0,2.3979400086720375,1,2,1
bas,bas,basa1284,,,0,,,,5,2,1,1,0,,1,2,0
bau,bau,bada1258,,,0,,,,5,0,1,0,0,,0,2,0
bav,bav,veng1238,,,0,,,,5,2,1,0,0,,1,2,0
baw,baw,bamb1266,,,0,,,,5,1,1,0,0,,1,2,0
bax,bax,bamu1253,,,1,,,,5,2,1,0,0,,1,3,0
bay,bay,batu1258,,,0,,,,3,1,1,0,0,,0,1,0
baz,baz,tune1241,,,,,,,,,1,0,0,,0,,0
bba,bba,baat1238,,,0,,,,7,2,1,0,0,,1,3,0
bbb,bbb,nucl1630,,,0,,,,3,1,1,0,0,,1,2,0
bbc,bbc,bata1289,6.891009,3.131298,0,6.891009,0.7605321507760532,3.764019,7,2,1,0,0,,1,1,1
bbd,bbd,bauu1244,,,0,,,,3,1,1,0,0,,1,1,0
bbe,bbe,bang1345,,,0,,,,5,1,1,0,0,,0,2,0
bbf,bbf,baib1251,,,0,,,,3,0,1,0,0,,0,2,0
bbg,bbg,bara1362,,,0,,,,3,0,1,0,0,,0,1,0
bbh,bbh,buga1247,,,0,,,,3,1,1,0,0,,0,2,0
bbi,bbi,baro1252,,,0,,,,3,1,1,0,0,,0,1,0
bbj,bbj,ghom1247,,,1,,,,5,2,1,0,0,,0,2,0
bbk,bbk,baba1266,,,0,,,,5,2,1,0,0,,0,2,0
bbl,bbl,bats1242,,,0,,,,3,1,1,0,0,,1,1,0
bbm,bbm,baba1263,,,0,,,,3,1,1,0,0,,0,2,0
bbn,bbn,unea1237,,,0,,,,5,1,1,0,0,,0,2,0
bbo,bbo,nort2819,,,0,,,,5,1,1,0,0,,1,2,0
bbp,bbp,west2458,,,0,,,,3,1,1,0,0,,0,2,0
bbq,bbq,bama1251,,,0,,,,5,1,1,0,0,,0,2,0
bbr,bbr,gira1247,,,0,,,,3,1,1,0,0,,0,2,0
bbs,bbs,bakp1238,,,0,,,,3,0,1,0,0,,0,1,0
bbt,bbt,mbur1239,,,0,,,,3,0,1,0,0,,0,2,0
bbu,bbu,kulu1255,,,0,,,,5,1,1,0,0,,0,2,0
bbv,bbv,karn1252,,,0,,,,3,0,1,0,0,,0,2,0
bbw,bbw,baba1264,,,0,,,,5,1,1,0,0,,0,2,0
bbx,bbx,bubi1249,,,0,,,,0,1,1,0,0,,0,1,0
bby,bby,befa1241,,,0,,,,3,1,1,0,0,,0,1,0
bbz,bbz,baba1273,,,,,,,,,1,0,0,,0,,0
bca,bca,cent2004,,,1,,,,5,1,1,0,0,,1,2,0
bcb,bcb,bain1260,,,0,,,,3,0,1,0,0,,0,1,0
bcc,bcc,sout2642,,,1,,,,7,2,1,0,0,,0,2,0
bcd,bcd,nort2860,,,0,,,,3,0,1,0,0,,0,1,0
bce,bce,bame1260,,,0,,,,3,1,1,0,0,,0,2,0
bcf,bcf,bamu1257,,,0,,,,3,1,1,0,0,,0,3,0
bcg,bcg,baga1275,,,0,,,,3,0,1,0,0,,0,1,0
bch,bch,bari1286,,,0,,,,3,2,1,0,0,,0,2,0
bci,bci,baou1238,,,1,,,,7,2,1,0,0,,1,2,0
bcj,bcj,bard1255,,,0,,,,0,1,1,0,0,,1,1,0
bck,bck,buna1275,,,0,,,,3,0,1,0,0,,1,1,0
bcl,bcl,cent2087,7.936712,4.465977,0,7.936712,0.5936046511627907,3.476926,7,2,1,0,0,1.1760912590556813,1,3,1
bcm,bcm,bann1247,,,0,,,,3,1,1,0,0,,1,2,0
bcn,bcn,bali1245,,,0,,,,3,2,1,0,0,,0,2,0
bco,bco,kalu1248,,,0,,,,3,1,1,0,0,,1,3,0
bcp,bcp,bali1274,,,0,,,,5,1,1,0,0,,0,2,0
bcq,bcq,benc1235,,,0,,,,5,2,1,0,0,,1,3,0
bcr,bcr,babi1235,,,0,,,,3,1,1,0,0,,0,1,0
bcs,bcs,kohu1244,,,0,,,,5,0,1,0,0,,1,2,0
bct,bct,bend1260,,,0,,,,5,1,1,0,0,,0,2,0
bcu,bcu,awad1244,,,0,,,,3,1,1,0,0,,0,2,0
bcv,bcv,shoo1247,,,0,,,,5,0,1,0,0,,0,2,0
bcw,bcw,bana1305,,,0,,,,5,2,1,0,0,,1,2,0
bcx,bcx,pamo1255,,,,,,,,,1,0,0,,0,,0
bcy,bcy,baca1246,,,0,,,,5,2,1,0,0,,0,2,0
bcz,bcz,bain1261,,,0,,,,5,0,1,0,0,,0,1,0
bda,bda,bayo1255,,,0,,,,5,1,1,0,0,,0,1,0
bdb,bdb,basa1286,,,0,,,,5,0,1,0,0,,0,1,0
bdc,bdc,embe1259,,,0,,,,3,1,1,0,0,,0,1,0
bdd,bdd,buna1276,,,0,,,,3,1,1,0,0,,0,2,0
bde,bde,bade1248,,,0,,,,5,1,1,0,0,,1,1,0
bdf,bdf,biag1234,,,0,,,,3,0,1,0,0,,0,2,0
bdg,bdg,bong1289,,,0,,,,0,1,1,0,0,,1,1,0
bdh,bdh,baka1274,,,0,,,,5,2,1,0,0,,1,2,0
bdi,bdi,buru1301,,,0,,,,5,0,1,0,0,,0,2,0
bdj,bdj,baii1251,,,0,,,,3,1,1,0,0,,0,1,0
bdk,bdk,budu1248,,,0,,,,3,1,1,0,0,,1,1,0
bdl,bdl,indo1317,,,0,,,,5,0,1,0,0,,1,1,0
bdm,bdm,budu1265,,,0,,,,5,1,1,0,0,,1,2,0
bdn,bdn,bald1241,,,0,,,,0,1,1,0,0,,0,0,0
bdo,bdo,moro1281,,,0,,,,3,1,1,0,0,,0,2,0
bdp,bdp,bend1258,,,0,,,,5,1,1,0,0,,0,2,0
bdq,bdq,bahn1262,,,0,,,,5,2,1,0,0,,1,2,0
bdr,bdr,west2560,5.479096,2.824776,0,5.479096,0.25299401197604793,2.758229,5,2,1,0,0,,1,1,1
bds,bds,buru1320,,,0,,,,5,1,1,0,0,,1,2,0
bdt,bdt,boko1261,,,0,,,,5,0,1,0,0,,0,2,0
bdu,bdu,orok1266,,,0,,,,5,1,1,0,0,,1,2,0
bdv,bdv,bodo1266,,,0,,,,5,2,1,0,0,,0,2,0
bdw,bdw,baha1258,,,0,,,,3,0,1,0,0,,1,1,0
bdx,bdx,budo1241,,,0,,,,3,0,1,0,0,,0,1,0
bdy,bdy,midd1357,,,0,,,,3,1,1,0,0,,1,1,0
bdz,bdz,bade1240,,,0,,,,0,0,1,0,0,,0,1,0
bea,bea,beav1236,,,0,,,,3,2,1,0,0,,0,1,0
beb,beb,bebe1248,,,0,,,,5,1,1,0,0,,0,1,0
bec,bec,icev1238,,,0,,,,5,1,1,0,0,,0,2,0
bed,bed,bedo1237,,,0,,,,3,0,1,0,0,,0,1,0
bee,bee,byan1241,,,0,,,,3,0,1,0,0,,1,1,0
bef,bef,bena1264,,,0,,,,5,1,1,0,0,,1,1,0
beg,beg,bela1260,,,0,,,,3,0,1,0,0,,0,1,0
beh,beh,bial1238,,,0,,,,5,2,1,0,0,,0,2,0
bei,bei,beka1241,,,0,,,,3,0,1,0,0,,0,1,0
bej,bej,beja1238,,,0,,,,7,1,1,0,0,,1,3,0
bek,bek,bebe1252,,,0,,,,3,0,1,0,0,,0,1,0
bel,bel,bela1254,8.92563,5.725285,0,8.92563,0.4229876532519629,3.209531,7,3,1,1,1,4.155730671278588,1,2,1
bem,bem,bemb1257,,,1,,,,7,3,1,1,0,,1,3,0
ben,ben,beng1280,9.044375,5.626828,0,9.044375,0.4107548515375206,3.421926,7,3,1,1,1,4.198931869932209,1,3,1
beo,beo,beam1240,,,0,,,,3,1,1,0,0,,0,2,0
bep,bep,beso1237,,,0,,,,3,1,1,0,0,,0,1,0
beq,beq,beem1239,,,0,,,,5,1,1,0,0,,1,2,0
bes,bes,besm1235,,,0,,,,3,1,1,0,0,,0,2,0
bet,bet,guib1246,,,0,,,,5,1,1,0,0,,0,2,0
beu,beu,blag1240,,,0,,,,5,1,1,0,0,,0,2,0
bev,bev,dalo1238,,,0,,,,5,0,1,0,0,,1,2,0
bew,bew,beta1252,6.568756,3.605413,0,6.568756,0.573554949144133,3.00087,7,2,1,0,0,,1,1,1
bex,bex,jurm1239,,,0,,,,5,2,1,0,0,,1,2,0
bey,bey,beli1258,,,0,,,,3,0,1,0,0,,0,2,0
bez,bez,bena1262,,,0,,,,5,2,1,0,0,,0,2,0
bfa,bfa,bari1284,,,1,,,,7,2,1,0,0,,1,3,0
bfb,bfb,paur1238,,,0,,,,7,1,1,0,0,,0,2,0
bfc,bfc,nort2724,,,0,,,,5,0,1,0,0,,0,1,0
bfd,bfd,bafu1246,,,0,,,,5,2,1,0,0,,1,2,0
bfe,bfe,beta1253,,,0,,,,3,0,1,0,0,,0,1,0
bff,bff,bofi1238,,,0,,,,5,0,1,0,0,,0,2,0
bfg,bfg,busa1255,,,0,,,,3,0,1,0,0,,0,1,0
bfh,bfh,blaf1238,,,0,,,,3,0,1,0,0,,0,2,0
bfi,bfi,brit1235,,,0,,,,5,2,1,0,0,,1,2,0
bfj,bfj,bafa1249,,,0,,,,5,1,1,0,0,,0,2,0
bfk,bfk,bank1251,,,0,,,,3,0,1,0,0,,0,2,0
bfl,bfl,band1345,,,0,,,,5,1,1,0,0,,0,2,0
bfm,bfm,mmen1238,,,0,,,,5,2,1,0,0,,0,2,0
bfn,bfn,buna1278,,,0,,,,5,2,1,0,0,,0,2,0
bfo,bfo,malb1235,,,0,,,,5,1,1,0,0,,0,2,0
bfp,bfp,beba1238,,,0,,,,3,1,1,0,0,,0,1,0
bfq,bfq,bada1257,,,1,,,,5,2,1,0,0,,1,2,0
bfr,bfr,bazi1237,,,0,,,,5,0,1,0,0,,0,1,0
bfs,bfs,sout2730,,,0,,,,5,0,1,0,0,,0,2,0
bft,bft,balt1258,,,0,,,,5,2,1,0,0,,1,2,0
bfu,bfu,gahr1239,,,0,,,,3,1,1,0,0,,1,1,0
bfw,bfw,bond1245,,,0,,,,3,1,1,0,0,,1,1,0
bfx,bfx,bant1293,,,0,,,,5,1,1,0,0,,0,1,0
bfy,bfy,bagh1251,,,0,,,,7,2,1,0,0,,0,2,0
bfz,bfz,maha1287,,,0,,,,7,2,1,0,0,1.7558748556724915,0,2,0
bga,bga,gwam1244,,,0,,,,5,0,1,0,0,,0,1,0
bgb,bgb,bobo1255,,,0,,,,3,0,1,0,0,,0,2,0
bgc,bgc,hary1238,,,1,,,,7,2,1,0,0,,0,2,0
bgd,bgd,rath1242,,,0,,,,5,1,1,0,0,,0,2,0
bge,bge,baur1251,,,0,,,,5,0,1,0,0,,0,2,0
bgf,bgf,bang1347,,,0,,,,3,1,1,0,0,,0,2,0
bgg,bgg,bugu1246,,,0,,,,3,1,1,0,0,,1,1,0
bgh,bgh,buga1251,,,,,,,,,1,0,0,,0,,0
bgi,bgi,gian1241,,,0,,,,5,1,1,0,0,,0,1,0
bgj,bgj,bang1356,,,0,,,,5,1,1,0,0,,0,2,0
bgk,bgk,bitt1240,,,0,,,,3,0,1,0,0,,0,2,0
bgl,bgl,,,,0,,,,3,0,0,0,0,,0,1,0
bgn,bgn,west2368,,,1,,,,7,2,1,0,0,,1,2,0
bgo,bgo,baga1273,,,0,,,,0,0,1,0,0,,0,1,0
bgp,bgp,east2304,,,1,,,,7,2,1,0,0,,0,2,0
bgq,bgq,bagr1243,,,0,,,,7,2,1,0,0,,1,2,0
bgr,bgr,bawm1236,,,0,,,,5,1,1,0,0,,1,2,0
bgs,bgs,taga1272,,,0,,,,5,2,1,0,0,,0,2,0
bgt,bgt,bugh1239,,,0,,,,3,1,1,0,0,,0,2,0
bgu,bgu,mbon1253,,,0,,,,3,1,1,0,0,,0,1,0
bgv,bgv,wark1247,,,0,,,,3,0,1,0,0,,0,1,0
bgw,bgw,bhat1265,,,0,,,,5,1,1,0,0,,0,3,0
bgx,bgx,balk1254,,,1,,,,5,2,1,0,0,,0,1,0
bgy,bgy,beng1287,,,0,,,,3,0,1,0,0,,0,1,0
bgz,bgz,bang1368,,,1,,,,5,2,1,0,0,,1,1,0
bha,bha,bhar1241,,,0,,,,5,1,1,0,0,,0,2,0
bhb,bhb,bhil1251,,,1,,,,7,2,1,0,0,,1,2,0
bhc,bhc,biga1238,,,0,,,,3,0,1,0,0,,0,1,0
bhd,bhd,bhad1241,,,0,,,,5,1,1,0,0,,0,2,0
bhe,bhe,bhay1238,,,0,,,,0,0,1,0,0,,0,1,0
bhf,bhf,odia1239,,,0,,,,3,0,1,0,0,,0,2,0
bhg,bhg,bina1277,,,0,,,,3,1,1,0,0,,1,3,0
bhh,bhh,bukh1238,,,1,,,,5,1,1,0,0,,0,2,0
bhi,bhi,bhil1253,,,1,,,,5,1,1,0,0,,0,2,0
bhj,bhj,bahi1252,,,0,,,,5,1,1,0,0,,0,2,0
bhk,bhk,alba1269,,,,,,,,,1,0,0,,0,,0
bhl,bhl,bimi1240,,,0,,,,3,1,1,0,0,,0,2,0
bhm,bhm,bath1244,,,0,,,,0,0,1,0,0,,1,1,0
bhn,bhn,boht1238,,,0,,,,3,1,1,0,0,,0,1,0
bho,bho,bhoj1244,,,0,,,,7,3,1,1,0,1.7403626894942439,1,3,0
bhp,bhp,bima1247,,,1,,,,5,2,1,0,0,,1,2,0
bhq,bhq,tuka1249,,,0,,,,5,1,1,0,0,,0,2,0
bhr,bhr,bara1369,,,0,,,,5,0,1,0,0,,0,2,0
bhs,bhs,buwa1243,,,0,,,,5,2,1,0,0,,0,2,0
bht,bht,bhat1263,,,0,,,,5,1,1,0,0,,0,2,0
bhu,bhu,bhun1242,,,0,,,,3,1,1,0,0,,0,1,0
bhv,bhv,baha1257,,,0,,,,5,0,1,0,0,,0,1,0
bhw,bhw,biak1248,,,0,,,,5,1,1,0,0,,1,1,0
bhx,bhx,bhal1245,,,0,,,,3,0,1,0,0,,0,2,0
bhy,bhy,bhel1238,,,0,,,,5,2,1,0,0,,0,2,0
bhz,bhz,bada1261,,,0,,,,5,1,1,0,0,,0,2,0
bia,bia,badi1246,,,0,,,,0,0,1,0,0,,1,1,0
bib,bib,biss1248,,,0,,,,7,2,1,0,0,,1,2,0
bic,bic,bika1251,,,,,,,,,1,0,0,,0,,0
bid,bid,bidi1241,,,0,,,,5,1,1,0,0,,1,2,0
bie,bie,bepo1240,,,0,,,,0,0,1,0,0,,0,1,0
bif,bif,biaf1240,,,0,,,,5,0,1,0,0,,1,1,0
big,big,bian1252,,,0,,,,3,1,1,0,0,,0,2,0
bii,bii,bisu1247,,,,,,,,,1,0,0,,0,,0
bik,bik,,,,0,,,,,,0,0,0,,0,,0
bil,bil,bile1244,,,0,,,,5,0,1,0,0,,0,1,0
bim,bim,bimo1239,,,0,,,,5,1,1,0,0,,1,1,0
