	feature	weigth
0	AdjustedWPsize	-0.6290852376160432
1	WPsizeinchars	-0.522606917500351
2	Avggoodpagelength	0.3912126076770493
3	Stable	0.7653695833704116
4	Extinct	-0.3733286358782777
5	Digital Support	0.1535532463526526
6	has_glottolog	-0.3085849856639308
7	has_bible	-0.2878556443659015
8	win11_os_supported	-0.6960169486524912
9	tatoeba_sentences	-0.3864434638851235
10	is_macrolanguage	-0.9201462600753832
11	intercept	1.1658955841369276
