	feature	weigth
0	AdjustedWPsize	0.040142259474509855
1	WPsizeinchars	0.734742512329701
2	Avggoodpagelength	0.4431151454065574
3	Stable	-0.19210783670530074
4	Extinct	1.1286608784526322
5	Digital Support	-0.33078963962356167
6	has_glottolog	1.150534756067179
7	has_bible	0.06429548329966757
8	win11_os_supported	-0.3131963077176924
9	tatoeba_sentences	-0.03924142228575976
10	is_macrolanguage	0.5418192088987964
11	intercept	-1.1152195905253912
