	feature	weigth
0	AdjustedWPsize	0.8585678582131261
1	Avggoodpagelength	0.505282174967617
2	Population Size	0.7170866151806355
3	Institutional	-0.15998838945266186
4	Stable	-0.5032419925051813
5	Endangered	-0.1886326417890065
6	Digital Support	-0.36628098324437636
7	has_glottolog	0.863127629178438
8	tatoeba_sentences	0.6810907863562158
9	has_wals	0.6827580363694161
10	is_macrolanguage	0.8211652377941674
11	intercept	-1.3266749075325268
